"geoid","measure","value","region_type","year","measure_type"
"51059415900","At-Risk High households",10,"tract",2022,"count"
"51059415900","At-Risk Low households",62,"tract",2022,"count"
"51059415900","At-Risk Medium households",24,"tract",2022,"count"
"51059415900","Food Insecure households",89,"tract",2022,"count"
"51059415900","Food Secure households",1008,"tract",2022,"count"
"51059415900","Total households",1193,"tract",2022,"count"
"51059415900","At-Risk High proportion",0.0084375229401245,"tract",2022,"proportion"
"51059415900","At-Risk Low proportion",0.0518012670747493,"tract",2022,"proportion"
"51059415900","At-Risk Medium proportion",0.0203476815960855,"tract",2022,"proportion"
"51059415900","Food Insecure proportion",0.0749948492416796,"tract",2022,"proportion"
"51059415900","Food Secure proportion",0.844418679147361,"tract",2022,"proportion"
"51059416000","At-Risk High households",45,"tract",2022,"count"
"51059416000","At-Risk Low households",102,"tract",2022,"count"
"51059416000","At-Risk Medium households",101,"tract",2022,"count"
"51059416000","Food Insecure households",646,"tract",2022,"count"
"51059416000","Food Secure households",1276,"tract",2022,"count"
"51059416000","Total households",2169,"tract",2022,"count"
"51059416000","At-Risk High proportion",0.0206148970281522,"tract",2022,"proportion"
"51059416000","At-Risk Low proportion",0.0470271606820284,"tract",2022,"proportion"
"51059416000","At-Risk Medium proportion",0.0463798743001926,"tract",2022,"proportion"
"51059416000","Food Insecure proportion",0.297790271150057,"tract",2022,"proportion"
"51059416000","Food Secure proportion",0.58818779683957,"tract",2022,"proportion"
"51059416100","At-Risk High households",36,"tract",2022,"count"
"51059416100","At-Risk Low households",50,"tract",2022,"count"
"51059416100","At-Risk Medium households",75,"tract",2022,"count"
"51059416100","Food Insecure households",200,"tract",2022,"count"
"51059416100","Food Secure households",1081,"tract",2022,"count"
"51059416100","Total households",1443,"tract",2022,"count"
"51059416100","At-Risk High proportion",0.025230452051094,"tract",2022,"proportion"
"51059416100","At-Risk Low proportion",0.0344486206642721,"tract",2022,"proportion"
"51059416100","At-Risk Medium proportion",0.0521522670707304,"tract",2022,"proportion"
"51059416100","Food Insecure proportion",0.138571402498828,"tract",2022,"proportion"
"51059416100","Food Secure proportion",0.749597257715076,"tract",2022,"proportion"
"51059416200","At-Risk High households",87,"tract",2022,"count"
"51059416200","At-Risk Low households",198,"tract",2022,"count"
"51059416200","At-Risk Medium households",63,"tract",2022,"count"
"51059416200","Food Insecure households",427,"tract",2022,"count"
"51059416200","Food Secure households",447,"tract",2022,"count"
"51059416200","Total households",1222,"tract",2022,"count"
"51059416200","At-Risk High proportion",0.0708195534179339,"tract",2022,"proportion"
"51059416200","At-Risk Low proportion",0.162393242235814,"tract",2022,"proportion"
"51059416200","At-Risk Medium proportion",0.051677916006398,"tract",2022,"proportion"
"51059416200","Food Insecure proportion",0.349714216111373,"tract",2022,"proportion"
"51059416200","Food Secure proportion",0.365395072228481,"tract",2022,"proportion"
"51059416300","At-Risk High households",27,"tract",2022,"count"
"51059416300","At-Risk Low households",50,"tract",2022,"count"
"51059416300","At-Risk Medium households",34,"tract",2022,"count"
"51059416300","Food Insecure households",100,"tract",2022,"count"
"51059416300","Food Secure households",489,"tract",2022,"count"
"51059416300","Total households",701,"tract",2022,"count"
"51059416300","At-Risk High proportion",0.0382079947496949,"tract",2022,"proportion"
"51059416300","At-Risk Low proportion",0.071854471457005,"tract",2022,"proportion"
"51059416300","At-Risk Medium proportion",0.0489301693103372,"tract",2022,"proportion"
"51059416300","Food Insecure proportion",0.143374765191211,"tract",2022,"proportion"
"51059416300","Food Secure proportion",0.697632599291752,"tract",2022,"proportion"
"51059420100","At-Risk High households",13,"tract",2022,"count"
"51059420100","At-Risk Low households",127,"tract",2022,"count"
"51059420100","At-Risk Medium households",76,"tract",2022,"count"
"51059420100","Food Insecure households",244,"tract",2022,"count"
"51059420100","Food Secure households",739,"tract",2022,"count"
"51059420100","Total households",1199,"tract",2022,"count"
"51059420100","At-Risk High proportion",0.0105996933163413,"tract",2022,"proportion"
"51059420100","At-Risk Low proportion",0.106198611359463,"tract",2022,"proportion"
"51059420100","At-Risk Medium proportion",0.0637382685742499,"tract",2022,"proportion"
"51059420100","Food Insecure proportion",0.203541849332415,"tract",2022,"proportion"
"51059420100","Food Secure proportion",0.615921577417531,"tract",2022,"proportion"
"51059420201","At-Risk High households",14,"tract",2022,"count"
"51059420201","At-Risk Low households",98,"tract",2022,"count"
"51059420201","At-Risk Medium households",38,"tract",2022,"count"
"51059420201","Food Insecure households",88,"tract",2022,"count"
"51059420201","Food Secure households",1066,"tract",2022,"count"
"51059420201","Total households",1304,"tract",2022,"count"
"51059420201","At-Risk High proportion",0.0109521872657314,"tract",2022,"proportion"
"51059420201","At-Risk Low proportion",0.0752166791318999,"tract",2022,"proportion"
"51059420201","At-Risk Medium proportion",0.0289546157227265,"tract",2022,"proportion"
"51059420201","Food Insecure proportion",0.0672878921690189,"tract",2022,"proportion"
"51059420201","Food Secure proportion",0.817588625710623,"tract",2022,"proportion"
"51059420202","At-Risk High households",10,"tract",2022,"count"
"51059420202","At-Risk Low households",148,"tract",2022,"count"
"51059420202","At-Risk Medium households",37,"tract",2022,"count"
"51059420202","Food Insecure households",42,"tract",2022,"count"
"51059420202","Food Secure households",993,"tract",2022,"count"
"51059420202","Total households",1230,"tract",2022,"count"
"51059420202","At-Risk High proportion",0.0081877340706203,"tract",2022,"proportion"
"51059420202","At-Risk Low proportion",0.120319544459106,"tract",2022,"proportion"
"51059420202","At-Risk Medium proportion",0.0298596160520861,"tract",2022,"proportion"
"51059420202","Food Insecure proportion",0.0344363312335552,"tract",2022,"proportion"
"51059420202","Food Secure proportion",0.807196774184633,"tract",2022,"proportion"
"51059420203","At-Risk High households",13,"tract",2022,"count"
"51059420203","At-Risk Low households",91,"tract",2022,"count"
"51059420203","At-Risk Medium households",42,"tract",2022,"count"
"51059420203","Food Insecure households",66,"tract",2022,"count"
"51059420203","Food Secure households",840,"tract",2022,"count"
"51059420203","Total households",1051,"tract",2022,"count"
"51059420203","At-Risk High proportion",0.0120792207950811,"tract",2022,"proportion"
"51059420203","At-Risk Low proportion",0.0865834216580279,"tract",2022,"proportion"
"51059420203","At-Risk Medium proportion",0.0402437187115423,"tract",2022,"proportion"
"51059420203","Food Insecure proportion",0.0623644744116966,"tract",2022,"proportion"
"51059420203","Food Secure proportion",0.798729164423652,"tract",2022,"proportion"
"51059420300","At-Risk High households",46,"tract",2022,"count"
"51059420300","At-Risk Low households",176,"tract",2022,"count"
"51059420300","At-Risk Medium households",132,"tract",2022,"count"
"51059420300","Food Insecure households",249,"tract",2022,"count"
"51059420300","Food Secure households",1458,"tract",2022,"count"
"51059420300","Total households",2061,"tract",2022,"count"
"51059420300","At-Risk High proportion",0.0224383673432891,"tract",2022,"proportion"
"51059420300","At-Risk Low proportion",0.0854057222816762,"tract",2022,"proportion"
"51059420300","At-Risk Medium proportion",0.0639090388475953,"tract",2022,"proportion"
"51059420300","Food Insecure proportion",0.120620075186313,"tract",2022,"proportion"
"51059420300","Food Secure proportion",0.707626796341127,"tract",2022,"proportion"
"51059420400","At-Risk High households",5,"tract",2022,"count"
"51059420400","At-Risk Low households",615,"tract",2022,"count"
"51059420400","At-Risk Medium households",165,"tract",2022,"count"
"51059420400","Food Insecure households",170,"tract",2022,"count"
"51059420400","Food Secure households",1235,"tract",2022,"count"
"51059420400","Total households",2191,"tract",2022,"count"
"51059420400","At-Risk High proportion",0.00234384228201783,"tract",2022,"proportion"
"51059420400","At-Risk Low proportion",0.280922342988522,"tract",2022,"proportion"
"51059420400","At-Risk Medium proportion",0.075517340426445,"tract",2022,"proportion"
"51059420400","Food Insecure proportion",0.0777025232569172,"tract",2022,"proportion"
"51059420400","Food Secure proportion",0.563513951046098,"tract",2022,"proportion"
"51059420501","At-Risk High households",1,"tract",2022,"count"
"51059420501","At-Risk Low households",158,"tract",2022,"count"
"51059420501","At-Risk Medium households",84,"tract",2022,"count"
"51059420501","Food Insecure households",75,"tract",2022,"count"
"51059420501","Food Secure households",361,"tract",2022,"count"
"51059420501","Total households",680,"tract",2022,"count"
"51059420501","At-Risk High proportion",0.00191437695007717,"tract",2022,"proportion"
"51059420501","At-Risk Low proportion",0.232037276084769,"tract",2022,"proportion"
"51059420501","At-Risk Medium proportion",0.124200189586217,"tract",2022,"proportion"
"51059420501","Food Insecure proportion",0.110016627360222,"tract",2022,"proportion"
"51059420501","Food Secure proportion",0.531831530018715,"tract",2022,"proportion"
"51059420502","At-Risk High households",6,"tract",2022,"count"
"51059420502","At-Risk Low households",238,"tract",2022,"count"
"51059420502","At-Risk Medium households",78,"tract",2022,"count"
"51059420502","Food Insecure households",166,"tract",2022,"count"
"51059420502","Food Secure households",855,"tract",2022,"count"
"51059420502","Total households",1343,"tract",2022,"count"
"51059420502","At-Risk High proportion",0.00422745517164406,"tract",2022,"proportion"
"51059420502","At-Risk Low proportion",0.177536295168235,"tract",2022,"proportion"
"51059420502","At-Risk Medium proportion",0.0578172134940208,"tract",2022,"proportion"
"51059420502","Food Insecure proportion",0.123509269340083,"tract",2022,"proportion"
"51059420502","Food Secure proportion",0.636909766826016,"tract",2022,"proportion"
"51059420503","At-Risk High households",40,"tract",2022,"count"
"51059420503","At-Risk Low households",312,"tract",2022,"count"
"51059420503","At-Risk Medium households",74,"tract",2022,"count"
"51059420503","Food Insecure households",273,"tract",2022,"count"
"51059420503","Food Secure households",824,"tract",2022,"count"
"51059420503","Total households",1523,"tract",2022,"count"
"51059420503","At-Risk High proportion",0.0259489926084641,"tract",2022,"proportion"
"51059420503","At-Risk Low proportion",0.205169418012847,"tract",2022,"proportion"
"51059420503","At-Risk Medium proportion",0.0483030502475179,"tract",2022,"proportion"
"51059420503","Food Insecure proportion",0.179187804477689,"tract",2022,"proportion"
"51059420503","Food Secure proportion",0.541390734653482,"tract",2022,"proportion"
"51059420600","At-Risk High households",80,"tract",2022,"count"
"51059420600","At-Risk Low households",97,"tract",2022,"count"
"51059420600","At-Risk Medium households",145,"tract",2022,"count"
"51059420600","Food Insecure households",312,"tract",2022,"count"
"51059420600","Food Secure households",1312,"tract",2022,"count"
"51059420600","Total households",1946,"tract",2022,"count"
"51059420600","At-Risk High proportion",0.0412410932144257,"tract",2022,"proportion"
"51059420600","At-Risk Low proportion",0.0497830113241008,"tract",2022,"proportion"
"51059420600","At-Risk Medium proportion",0.0745378651085061,"tract",2022,"proportion"
"51059420600","Food Insecure proportion",0.160421543661864,"tract",2022,"proportion"
"51059420600","Food Secure proportion",0.674016486691104,"tract",2022,"proportion"
"51059420700","At-Risk High households",47,"tract",2022,"count"
"51059420700","At-Risk Low households",107,"tract",2022,"count"
"51059420700","At-Risk Medium households",110,"tract",2022,"count"
"51059420700","Food Insecure households",130,"tract",2022,"count"
"51059420700","Food Secure households",911,"tract",2022,"count"
"51059420700","Total households",1305,"tract",2022,"count"
"51059420700","At-Risk High proportion",0.0358133374663348,"tract",2022,"proportion"
"51059420700","At-Risk Low proportion",0.0820939511555415,"tract",2022,"proportion"
"51059420700","At-Risk Medium proportion",0.0846028296383235,"tract",2022,"proportion"
"51059420700","Food Insecure proportion",0.099438738795443,"tract",2022,"proportion"
"51059420700","Food Secure proportion",0.698051142944357,"tract",2022,"proportion"
"51059420800","At-Risk High households",19,"tract",2022,"count"
"51059420800","At-Risk Low households",110,"tract",2022,"count"
"51059420800","At-Risk Medium households",89,"tract",2022,"count"
"51059420800","Food Insecure households",145,"tract",2022,"count"
"51059420800","Food Secure households",874,"tract",2022,"count"
"51059420800","Total households",1236,"tract",2022,"count"
"51059420800","At-Risk High proportion",0.0155092071771077,"tract",2022,"proportion"
"51059420800","At-Risk Low proportion",0.0888355485067447,"tract",2022,"proportion"
"51059420800","At-Risk Medium proportion",0.071761021840203,"tract",2022,"proportion"
"51059420800","Food Insecure proportion",0.116971200495466,"tract",2022,"proportion"
"51059420800","Food Secure proportion",0.706923021980478,"tract",2022,"proportion"
"51059421001","At-Risk High households",51,"tract",2022,"count"
"51059421001","At-Risk Low households",111,"tract",2022,"count"
"51059421001","At-Risk Medium households",65,"tract",2022,"count"
"51059421001","Food Insecure households",115,"tract",2022,"count"
"51059421001","Food Secure households",701,"tract",2022,"count"
"51059421001","Total households",1043,"tract",2022,"count"
"51059421001","At-Risk High proportion",0.0489761059507656,"tract",2022,"proportion"
"51059421001","At-Risk Low proportion",0.106197062537566,"tract",2022,"proportion"
"51059421001","At-Risk Medium proportion",0.062251489532018,"tract",2022,"proportion"
"51059421001","Food Insecure proportion",0.110167359111837,"tract",2022,"proportion"
"51059421001","Food Secure proportion",0.672407982867813,"tract",2022,"proportion"
"51059421002","At-Risk High households",62,"tract",2022,"count"
"51059421002","At-Risk Low households",180,"tract",2022,"count"
"51059421002","At-Risk Medium households",121,"tract",2022,"count"
"51059421002","Food Insecure households",359,"tract",2022,"count"
"51059421002","Food Secure households",1373,"tract",2022,"count"
"51059421002","Total households",2095,"tract",2022,"count"
"51059421002","At-Risk High proportion",0.0296194912945635,"tract",2022,"proportion"
"51059421002","At-Risk Low proportion",0.0860684521170035,"tract",2022,"proportion"
"51059421002","At-Risk Medium proportion",0.0575454926338202,"tract",2022,"proportion"
"51059421002","Food Insecure proportion",0.171405216247967,"tract",2022,"proportion"
"51059421002","Food Secure proportion",0.655361347706646,"tract",2022,"proportion"
"51059421101","At-Risk High households",50,"tract",2022,"count"
"51059421101","At-Risk Low households",157,"tract",2022,"count"
"51059421101","At-Risk Medium households",86,"tract",2022,"count"
"51059421101","Food Insecure households",146,"tract",2022,"count"
"51059421101","Food Secure households",1743,"tract",2022,"count"
"51059421101","Total households",2182,"tract",2022,"count"
"51059421101","At-Risk High proportion",0.0230131900792011,"tract",2022,"proportion"
"51059421101","At-Risk Low proportion",0.072177472419866,"tract",2022,"proportion"
"51059421101","At-Risk Medium proportion",0.0394437705641549,"tract",2022,"proportion"
"51059421101","Food Insecure proportion",0.066769996169862,"tract",2022,"proportion"
"51059421101","Food Secure proportion",0.798595570766916,"tract",2022,"proportion"
"51059421102","At-Risk High households",45,"tract",2022,"count"
"51059421102","At-Risk Low households",87,"tract",2022,"count"
"51059421102","At-Risk Medium households",48,"tract",2022,"count"
"51059421102","Food Insecure households",297,"tract",2022,"count"
"51059421102","Food Secure households",948,"tract",2022,"count"
"51059421102","Total households",1424,"tract",2022,"count"
"51059421102","At-Risk High proportion",0.0313984495975447,"tract",2022,"proportion"
"51059421102","At-Risk Low proportion",0.0610190303009411,"tract",2022,"proportion"
"51059421102","At-Risk Medium proportion",0.0333852361498189,"tract",2022,"proportion"
"51059421102","Food Insecure proportion",0.208874995222961,"tract",2022,"proportion"
"51059421102","Food Secure proportion",0.665322288728735,"tract",2022,"proportion"
"51059421103","At-Risk High households",38,"tract",2022,"count"
"51059421103","At-Risk Low households",189,"tract",2022,"count"
"51059421103","At-Risk Medium households",109,"tract",2022,"count"
"51059421103","Food Insecure households",196,"tract",2022,"count"
"51059421103","Food Secure households",1546,"tract",2022,"count"
"51059421103","Total households",2079,"tract",2022,"count"
"51059421103","At-Risk High proportion",0.0182932459774489,"tract",2022,"proportion"
"51059421103","At-Risk Low proportion",0.0907113469186331,"tract",2022,"proportion"
"51059421103","At-Risk Medium proportion",0.0526052437535725,"tract",2022,"proportion"
"51059421103","Food Insecure proportion",0.0944349362382796,"tract",2022,"proportion"
"51059421103","Food Secure proportion",0.743955227112066,"tract",2022,"proportion"
"51059421200","At-Risk High households",10,"tract",2022,"count"
"51059421200","At-Risk Low households",57,"tract",2022,"count"
"51059421200","At-Risk Medium households",33,"tract",2022,"count"
"51059421200","Food Insecure households",42,"tract",2022,"count"
"51059421200","Food Secure households",544,"tract",2022,"count"
"51059421200","Total households",686,"tract",2022,"count"
"51059421200","At-Risk High proportion",0.0150625522148934,"tract",2022,"proportion"
"51059421200","At-Risk Low proportion",0.082906359216908,"tract",2022,"proportion"
"51059421200","At-Risk Medium proportion",0.0485192478280672,"tract",2022,"proportion"
"51059421200","Food Insecure proportion",0.060741672569072,"tract",2022,"proportion"
"51059421200","Food Secure proportion",0.792770168171059,"tract",2022,"proportion"
"51059421300","At-Risk High households",25,"tract",2022,"count"
"51059421300","At-Risk Low households",170,"tract",2022,"count"
"51059421300","At-Risk Medium households",77,"tract",2022,"count"
"51059421300","Food Insecure households",125,"tract",2022,"count"
"51059421300","Food Secure households",1014,"tract",2022,"count"
"51059421300","Total households",1411,"tract",2022,"count"
"51059421300","At-Risk High proportion",0.0176812388171958,"tract",2022,"proportion"
"51059421300","At-Risk Low proportion",0.120163621750683,"tract",2022,"proportion"
"51059421300","At-Risk Medium proportion",0.0548868808640951,"tract",2022,"proportion"
"51059421300","Food Insecure proportion",0.0888558098890201,"tract",2022,"proportion"
"51059421300","Food Secure proportion",0.718412448679006,"tract",2022,"proportion"
"51059421400","At-Risk High households",103,"tract",2022,"count"
"51059421400","At-Risk Low households",330,"tract",2022,"count"
"51059421400","At-Risk Medium households",129,"tract",2022,"count"
"51059421400","Food Insecure households",577,"tract",2022,"count"
"51059421400","Food Secure households",1177,"tract",2022,"count"
"51059421400","Total households",2315,"tract",2022,"count"
"51059421400","At-Risk High proportion",0.0444632035127888,"tract",2022,"proportion"
"51059421400","At-Risk Low proportion",0.142463711045175,"tract",2022,"proportion"
"51059421400","At-Risk Medium proportion",0.0555815857640297,"tract",2022,"proportion"
"51059421400","Food Insecure proportion",0.248990083341651,"tract",2022,"proportion"
"51059421400","Food Secure proportion",0.508501416336356,"tract",2022,"proportion"
"51059421500","At-Risk High households",175,"tract",2022,"count"
"51059421500","At-Risk Low households",274,"tract",2022,"count"
"51059421500","At-Risk Medium households",83,"tract",2022,"count"
"51059421500","Food Insecure households",980,"tract",2022,"count"
"51059421500","Food Secure households",778,"tract",2022,"count"
"51059421500","Total households",2290,"tract",2022,"count"
"51059421500","At-Risk High proportion",0.0765410342135141,"tract",2022,"proportion"
"51059421500","At-Risk Low proportion",0.119570207435567,"tract",2022,"proportion"
"51059421500","At-Risk Medium proportion",0.0360640195198433,"tract",2022,"proportion"
"51059421500","Food Insecure proportion",0.428170867045582,"tract",2022,"proportion"
"51059421500","Food Secure proportion",0.339653871785494,"tract",2022,"proportion"
"51059421600","At-Risk High households",72,"tract",2022,"count"
"51059421600","At-Risk Low households",239,"tract",2022,"count"
"51059421600","At-Risk Medium households",84,"tract",2022,"count"
"51059421600","Food Insecure households",776,"tract",2022,"count"
"51059421600","Food Secure households",868,"tract",2022,"count"
"51059421600","Total households",2040,"tract",2022,"count"
"51059421600","At-Risk High proportion",0.0354528880452552,"tract",2022,"proportion"
"51059421600","At-Risk Low proportion",0.117297340770519,"tract",2022,"proportion"
"51059421600","At-Risk Medium proportion",0.0413096431031176,"tract",2022,"proportion"
"51059421600","Food Insecure proportion",0.380236321268617,"tract",2022,"proportion"
"51059421600","Food Secure proportion",0.425703806812491,"tract",2022,"proportion"
"51059421701","At-Risk High households",73,"tract",2022,"count"
"51059421701","At-Risk Low households",225,"tract",2022,"count"
"51059421701","At-Risk Medium households",70,"tract",2022,"count"
"51059421701","Food Insecure households",478,"tract",2022,"count"
"51059421701","Food Secure households",732,"tract",2022,"count"
"51059421701","Total households",1578,"tract",2022,"count"
"51059421701","At-Risk High proportion",0.0461874877850665,"tract",2022,"proportion"
"51059421701","At-Risk Low proportion",0.142688943359879,"tract",2022,"proportion"
"51059421701","At-Risk Medium proportion",0.0443879881704366,"tract",2022,"proportion"
"51059421701","Food Insecure proportion",0.303117820372981,"tract",2022,"proportion"
"51059421701","Food Secure proportion",0.463617760311637,"tract",2022,"proportion"
"51059421702","At-Risk High households",66,"tract",2022,"count"
"51059421702","At-Risk Low households",155,"tract",2022,"count"
"51059421702","At-Risk Medium households",141,"tract",2022,"count"
"51059421702","Food Insecure households",107,"tract",2022,"count"
"51059421702","Food Secure households",855,"tract",2022,"count"
"51059421702","Total households",1324,"tract",2022,"count"
"51059421702","At-Risk High proportion",0.0498741914347455,"tract",2022,"proportion"
"51059421702","At-Risk Low proportion",0.116787966661788,"tract",2022,"proportion"
"51059421702","At-Risk Medium proportion",0.106349489051758,"tract",2022,"proportion"
"51059421702","Food Insecure proportion",0.0811022466845676,"tract",2022,"proportion"
"51059421702","Food Secure proportion",0.645886106167141,"tract",2022,"proportion"
"51059421800","At-Risk High households",95,"tract",2022,"count"
"51059421800","At-Risk Low households",323,"tract",2022,"count"
"51059421800","At-Risk Medium households",92,"tract",2022,"count"
"51059421800","Food Insecure households",616,"tract",2022,"count"
"51059421800","Food Secure households",1570,"tract",2022,"count"
"51059421800","Total households",2696,"tract",2022,"count"
"51059421800","At-Risk High proportion",0.0351635795363272,"tract",2022,"proportion"
"51059421800","At-Risk Low proportion",0.11971262942972,"tract",2022,"proportion"
"51059421800","At-Risk Medium proportion",0.0342323083329787,"tract",2022,"proportion"
"51059421800","Food Insecure proportion",0.228626253448285,"tract",2022,"proportion"
"51059421800","Food Secure proportion",0.582265229252689,"tract",2022,"proportion"
"51059421900","At-Risk High households",83,"tract",2022,"count"
"51059421900","At-Risk Low households",134,"tract",2022,"count"
"51059421900","At-Risk Medium households",67,"tract",2022,"count"
"51059421900","Food Insecure households",293,"tract",2022,"count"
"51059421900","Food Secure households",274,"tract",2022,"count"
"51059421900","Total households",851,"tract",2022,"count"
"51059421900","At-Risk High proportion",0.0977158221110183,"tract",2022,"proportion"
"51059421900","At-Risk Low proportion",0.157333053078598,"tract",2022,"proportion"
