geoid,region_type,region_name,year,value,measure,measure_type
51840000302,tract,"Census Tract 3.02, Winchester city, Virginia",2019,60.611364599999995,perc_dental_visit,percent
51045050100,tract,"Census Tract 501, Craig County, Virginia",2019,70.32508907500001,perc_dental_visit,percent
51107611024,tract,"Census Tract 6110.24, Loudoun County, Virginia",2019,64.19372395,perc_dental_visit,percent
51107611025,tract,"Census Tract 6110.25, Loudoun County, Virginia",2019,60.673814900000004,perc_dental_visit,percent
51107611206,tract,"Census Tract 6112.06, Loudoun County, Virginia",2019,66.519671475,perc_dental_visit,percent
51107611207,tract,"Census Tract 6112.07, Loudoun County, Virginia",2019,64.951530575,perc_dental_visit,percent
51107611208,tract,"Census Tract 6112.08, Loudoun County, Virginia",2019,66.768443275,perc_dental_visit,percent
51107611209,tract,"Census Tract 6112.09, Loudoun County, Virginia",2019,65.583235625,perc_dental_visit,percent
51107611501,tract,"Census Tract 6115.01, Loudoun County, Virginia",2019,60.86860682500001,perc_dental_visit,percent
51107611502,tract,"Census Tract 6115.02, Loudoun County, Virginia",2019,68.62719982499999,perc_dental_visit,percent
51107611601,tract,"Census Tract 6116.01, Loudoun County, Virginia",2019,63.9709631,perc_dental_visit,percent
51107611602,tract,"Census Tract 6116.02, Loudoun County, Virginia",2019,58.907019475,perc_dental_visit,percent
51121020800,tract,"Census Tract 208, Montgomery County, Virginia",2019,62.988659775,perc_dental_visit,percent
51121020900,tract,"Census Tract 209, Montgomery County, Virginia",2019,67.4642293,perc_dental_visit,percent
51710004400,tract,"Census Tract 44, Norfolk city, Virginia",2019,57.103299725,perc_dental_visit,percent
51125950300,tract,"Census Tract 9503, Nelson County, Virginia",2019,65.72236434999999,perc_dental_visit,percent
51057950800,tract,"Census Tract 9508, Essex County, Virginia",2019,65.956498475,perc_dental_visit,percent
51057950600,tract,"Census Tract 9506, Essex County, Virginia",2019,66.809819225,perc_dental_visit,percent
51057950700,tract,"Census Tract 9507, Essex County, Virginia",2019,61.01686845,perc_dental_visit,percent
51041100924,tract,"Census Tract 1009.24, Chesterfield County, Virginia",2019,81.598918775,perc_dental_visit,percent
51041100932,tract,"Census Tract 1009.32, Chesterfield County, Virginia",2019,81.00784035000001,perc_dental_visit,percent
51041101008,tract,"Census Tract 1010.08, Chesterfield County, Virginia",2019,80.792224525,perc_dental_visit,percent
51041100403,tract,"Census Tract 1004.03, Chesterfield County, Virginia",2019,77.76133887499999,perc_dental_visit,percent
51041100806,tract,"Census Tract 1008.06, Chesterfield County, Virginia",2019,76.54540935,perc_dental_visit,percent
51041100807,tract,"Census Tract 1008.07, Chesterfield County, Virginia",2019,76.63313285,perc_dental_visit,percent
51041100923,tract,"Census Tract 1009.23, Chesterfield County, Virginia",2019,78.73029155,perc_dental_visit,percent
51143011100,tract,"Census Tract 111, Pittsylvania County, Virginia",2019,73.08754485,perc_dental_visit,percent
51143010900,tract,"Census Tract 109, Pittsylvania County, Virginia",2019,81.296746375,perc_dental_visit,percent
51143010300,tract,"Census Tract 103, Pittsylvania County, Virginia",2019,80.686379175,perc_dental_visit,percent
51143011300,tract,"Census Tract 113, Pittsylvania County, Virginia",2019,82.2352037,perc_dental_visit,percent
51143010200,tract,"Census Tract 102, Pittsylvania County, Virginia",2019,75.22877542500001,perc_dental_visit,percent
51143010400,tract,"Census Tract 104, Pittsylvania County, Virginia",2019,78.830411825,perc_dental_visit,percent
51143010600,tract,"Census Tract 106, Pittsylvania County, Virginia",2019,79.437253125,perc_dental_visit,percent
51143010500,tract,"Census Tract 105, Pittsylvania County, Virginia",2019,79.357165825,perc_dental_visit,percent
51143010100,tract,"Census Tract 101, Pittsylvania County, Virginia",2019,81.99675875,perc_dental_visit,percent
51143011400,tract,"Census Tract 114, Pittsylvania County, Virginia",2019,81.0900164,perc_dental_visit,percent
51143010700,tract,"Census Tract 107, Pittsylvania County, Virginia",2019,77.940805925,perc_dental_visit,percent
51143011200,tract,"Census Tract 112, Pittsylvania County, Virginia",2019,81.53543562499999,perc_dental_visit,percent
51790000100,tract,"Census Tract 1, Staunton city, Virginia",2019,82.40894142500001,perc_dental_visit,percent
51790000200,tract,"Census Tract 2, Staunton city, Virginia",2019,81.839768125,perc_dental_visit,percent
51175200500,tract,"Census Tract 2005, Southampton County, Virginia",2019,77.994161275,perc_dental_visit,percent
51091970100,tract,"Census Tract 9701, Highland County, Virginia",2019,84.89472537500001,perc_dental_visit,percent
51073100100,tract,"Census Tract 1001, Gloucester County, Virginia",2019,81.74603350000001,perc_dental_visit,percent
51073100400,tract,"Census Tract 1004, Gloucester County, Virginia",2019,84.972053,perc_dental_visit,percent
51073100500,tract,"Census Tract 1005, Gloucester County, Virginia",2019,82.455408425,perc_dental_visit,percent
51510200900,tract,"Census Tract 2009, Alexandria city, Virginia",2019,79.02630875,perc_dental_visit,percent
51510201300,tract,"Census Tract 2013, Alexandria city, Virginia",2019,81.77772519999999,perc_dental_visit,percent
51510201400,tract,"Census Tract 2014, Alexandria city, Virginia",2019,74.327813875,perc_dental_visit,percent
51510201100,tract,"Census Tract 2011, Alexandria city, Virginia",2019,80.891156475,perc_dental_visit,percent
51510201000,tract,"Census Tract 2010, Alexandria city, Virginia",2019,71.9004359,perc_dental_visit,percent
51590000300,tract,"Census Tract 3, Danville city, Virginia",2019,65.4558876,perc_dental_visit,percent
51590000800,tract,"Census Tract 8, Danville city, Virginia",2019,62.874757175,perc_dental_visit,percent
51590001100,tract,"Census Tract 11, Danville city, Virginia",2019,74.636476425,perc_dental_visit,percent
51590000100,tract,"Census Tract 1, Danville city, Virginia",2019,70.2210689,perc_dental_visit,percent
51590000200,tract,"Census Tract 2, Danville city, Virginia",2019,76.82216965,perc_dental_visit,percent
51650010104,tract,"Census Tract 101.04, Hampton city, Virginia",2019,75.493255175,perc_dental_visit,percent
51650011200,tract,"Census Tract 112, Hampton city, Virginia",2019,71.88762882500001,perc_dental_visit,percent
51009010200,tract,"Census Tract 102, Amherst County, Virginia",2019,74.2562404,perc_dental_visit,percent
51009010503,tract,"Census Tract 105.03, Amherst County, Virginia",2019,73.67419265000001,perc_dental_visit,percent
51009010504,tract,"Census Tract 105.04, Amherst County, Virginia",2019,70.3970116,perc_dental_visit,percent
51009010502,tract,"Census Tract 105.02, Amherst County, Virginia",2019,79.38123955,perc_dental_visit,percent
51009010600,tract,"Census Tract 106, Amherst County, Virginia",2019,80.61265965,perc_dental_visit,percent
51009010300,tract,"Census Tract 103, Amherst County, Virginia",2019,79.03253485,perc_dental_visit,percent
51009010401,tract,"Census Tract 104.01, Amherst County, Virginia",2019,81.34489959999999,perc_dental_visit,percent
51009010402,tract,"Census Tract 104.02, Amherst County, Virginia",2019,75.2594504,perc_dental_visit,percent
51087200801,tract,"Census Tract 2008.01, Henrico County, Virginia",2019,78.87687785,perc_dental_visit,percent
51087200123,tract,"Census Tract 2001.23, Henrico County, Virginia",2019,76.835006175,perc_dental_visit,percent
51087200124,tract,"Census Tract 2001.24, Henrico County, Virginia",2019,84.525925925,perc_dental_visit,percent
51087200406,tract,"Census Tract 2004.06, Henrico County, Virginia",2019,81.903813075,perc_dental_visit,percent
51087200412,tract,"Census Tract 2004.12, Henrico County, Virginia",2019,77.29759762500001,perc_dental_visit,percent
51087200700,tract,"Census Tract 2007, Henrico County, Virginia",2019,78.601164525,perc_dental_visit,percent
51087200805,tract,"Census Tract 2008.05, Henrico County, Virginia",2019,74.575181525,perc_dental_visit,percent
51087201601,tract,"Census Tract 2016.01, Henrico County, Virginia",2019,80.935685975,perc_dental_visit,percent
51087201602,tract,"Census Tract 2016.02, Henrico County, Virginia",2019,79.81423165,perc_dental_visit,percent
51087200121,tract,"Census Tract 2001.21, Henrico County, Virginia",2019,81.04957445,perc_dental_visit,percent
51087200125,tract,"Census Tract 2001.25, Henrico County, Virginia",2019,76.474149925,perc_dental_visit,percent
51087200502,tract,"Census Tract 2005.02, Henrico County, Virginia",2019,84.33008087500001,perc_dental_visit,percent
51087200904,tract,"Census Tract 2009.04, Henrico County, Virginia",2019,80.044266025,perc_dental_visit,percent
51087201001,tract,"Census Tract 2010.01, Henrico County, Virginia",2019,44.107035675,perc_dental_visit,percent
51087200122,tract,"Census Tract 2001.22, Henrico County, Virginia",2019,69.80642615000001,perc_dental_visit,percent
51087200201,tract,"Census Tract 2002.01, Henrico County, Virginia",2019,74.062349625,perc_dental_visit,percent
51087200301,tract,"Census Tract 2003.01, Henrico County, Virginia",2019,74.11509840000001,perc_dental_visit,percent
51087200411,tract,"Census Tract 2004.11, Henrico County, Virginia",2019,66.296153525,perc_dental_visit,percent
51087201101,tract,"Census Tract 2011.01, Henrico County, Virginia",2019,62.03971155,perc_dental_visit,percent
51087201102,tract,"Census Tract 2011.02, Henrico County, Virginia",2019,56.693291675000005,perc_dental_visit,percent
51003010201,tract,"Census Tract 102.01, Albemarle County, Virginia",2019,72.702163,perc_dental_visit,percent
51003010202,tract,"Census Tract 102.02, Albemarle County, Virginia",2019,73.16847025,perc_dental_visit,percent
51003010401,tract,"Census Tract 104.01, Albemarle County, Virginia",2019,70.8099545,perc_dental_visit,percent
51003010402,tract,"Census Tract 104.02, Albemarle County, Virginia",2019,75.976458275,perc_dental_visit,percent
51003010601,tract,"Census Tract 106.01, Albemarle County, Virginia",2019,72.3031737,perc_dental_visit,percent
51003010602,tract,"Census Tract 106.02, Albemarle County, Virginia",2019,74.62763965,perc_dental_visit,percent
51003011201,tract,"Census Tract 112.01, Albemarle County, Virginia",2019,71.932298175,perc_dental_visit,percent
51003011202,tract,"Census Tract 112.02, Albemarle County, Virginia",2019,75.123607675,perc_dental_visit,percent
51003011301,tract,"Census Tract 113.01, Albemarle County, Virginia",2019,74.90466535,perc_dental_visit,percent
51003011302,tract,"Census Tract 113.02, Albemarle County, Virginia",2019,73.3809102,perc_dental_visit,percent
51003011303,tract,"Census Tract 113.03, Albemarle County, Virginia",2019,72.2413925,perc_dental_visit,percent
51007930100,tract,"Census Tract 9301, Amelia County, Virginia",2019,70.36336560000001,perc_dental_visit,percent
51810043002,tract,"Census Tract 430.02, Virginia Beach city, Virginia",2019,73.78002624999999,perc_dental_visit,percent
51810043400,tract,"Census Tract 434, Virginia Beach city, Virginia",2019,71.3433838,perc_dental_visit,percent
51810044200,tract,"Census Tract 442, Virginia Beach city, Virginia",2019,59.51930842499999,perc_dental_visit,percent
51810040402,tract,"Census Tract 404.02, Virginia Beach city, Virginia",2019,57.804189075000004,perc_dental_visit,percent
51810042600,tract,"Census Tract 426, Virginia Beach city, Virginia",2019,69.90710342499999,perc_dental_visit,percent
51810044402,tract,"Census Tract 444.02, Virginia Beach city, Virginia",2019,68.967713525,perc_dental_visit,percent
51810045406,tract,"Census Tract 454.06, Virginia Beach city, Virginia",2019,64.506793025,perc_dental_visit,percent
51810045407,tract,"Census Tract 454.07, Virginia Beach city, Virginia",2019,67.59599075,perc_dental_visit,percent
51810045415,tract,"Census Tract 454.15, Virginia Beach city, Virginia",2019,64.03013715,perc_dental_visit,percent
51810045808,tract,"Census Tract 458.08, Virginia Beach city, Virginia",2019,59.074249349999995,perc_dental_visit,percent
51810046207,tract,"Census Tract 462.07, Virginia Beach city, Virginia",2019,62.609645425000004,perc_dental_visit,percent
51810046211,tract,"Census Tract 462.11, Virginia Beach city, Virginia",2019,63.906674925,perc_dental_visit,percent
51810046217,tract,"Census Tract 462.17, Virginia Beach city, Virginia",2019,64.78768120000001,perc_dental_visit,percent
51810041004,tract,"Census Tract 410.04, Virginia Beach city, Virginia",2019,71.5016767,perc_dental_visit,percent
51810042201,tract,"Census Tract 422.01, Virginia Beach city, Virginia",2019,72.348949225,perc_dental_visit,percent
51810042802,tract,"Census Tract 428.02, Virginia Beach city, Virginia",2019,64.107098375,perc_dental_visit,percent
51810045200,tract,"Census Tract 452, Virginia Beach city, Virginia",2019,71.3183089,perc_dental_visit,percent
51810045408,tract,"Census Tract 454.08, Virginia Beach city, Virginia",2019,75.817998575,perc_dental_visit,percent
51810040802,tract,"Census Tract 408.02, Virginia Beach city, Virginia",2019,68.94378025,perc_dental_visit,percent
51810041600,tract,"Census Tract 416, Virginia Beach city, Virginia",2019,73.38040105,perc_dental_visit,percent
51810042000,tract,"Census Tract 420, Virginia Beach city, Virginia",2019,77.69960772499999,perc_dental_visit,percent
51153901005,tract,"Census Tract 9010.05, Prince William County, Virginia",2019,68.84532519999999,perc_dental_visit,percent
51153901100,tract,"Census Tract 9011, Prince William County, Virginia",2019,61.46835935,perc_dental_visit,percent
51153900901,tract,"Census Tract 9009.01, Prince William County, Virginia",2019,50.81155145,perc_dental_visit,percent
51153901209,tract,"Census Tract 9012.09, Prince William County, Virginia",2019,59.4899911,perc_dental_visit,percent
51153901212,tract,"Census Tract 9012.12, Prince William County, Virginia",2019,60.2409062,perc_dental_visit,percent
51153901221,tract,"Census Tract 9012.21, Prince William County, Virginia",2019,49.287414075,perc_dental_visit,percent
51153900600,tract,"Census Tract 9006, Prince William County, Virginia",2019,37.415621475,perc_dental_visit,percent
51153900404,tract,"Census Tract 9004.04, Prince William County, Virginia",2019,44.277998375,perc_dental_visit,percent
51153901222,tract,"Census Tract 9012.22, Prince William County, Virginia",2019,59.533258749999995,perc_dental_visit,percent
51153901403,tract,"Census Tract 9014.03, Prince William County, Virginia",2019,40.636267875,perc_dental_visit,percent
51153901702,tract,"Census Tract 9017.02, Prince William County, Virginia",2019,45.7244326,perc_dental_visit,percent
51810046012,tract,"Census Tract 460.12, Virginia Beach city, Virginia",2019,41.2218401,perc_dental_visit,percent
51810040000,tract,"Census Tract 400, Virginia Beach city, Virginia",2019,59.90781595,perc_dental_visit,percent
51810040200,tract,"Census Tract 402, Virginia Beach city, Virginia",2019,54.85851235,perc_dental_visit,percent
51059421800,tract,"Census Tract 4218, Fairfax County, Virginia",2019,49.6824723,perc_dental_visit,percent
51810043004,tract,"Census Tract 430.04, Virginia Beach city, Virginia",2019,65.6722452,perc_dental_visit,percent
51810044003,tract,"Census Tract 440.03, Virginia Beach city, Virginia",2019,67.93971375,perc_dental_visit,percent
51810044004,tract,"Census Tract 440.04, Virginia Beach city, Virginia",2019,69.60481125,perc_dental_visit,percent
51810045424,tract,"Census Tract 454.24, Virginia Beach city, Virginia",2019,70.5474319,perc_dental_visit,percent
51810045425,tract,"Census Tract 454.25, Virginia Beach city, Virginia",2019,73.94802837499999,perc_dental_visit,percent
51810045426,tract,"Census Tract 454.26, Virginia Beach city, Virginia",2019,73.203731199999993,perc_dental_visit,percent
51810045427,tract,"Census Tract 454.27, Virginia Beach city, Virginia",2019,71.668641475,perc_dental_visit,percent
51810045428,tract,"Census Tract 454.28, Virginia Beach city, Virginia",2019,73.036904675,perc_dental_visit,percent
51059451602,tract,"Census Tract 4516.02, Fairfax County, Virginia",2019,64.029718925,perc_dental_visit,percent
51059416300,tract,"Census Tract 4163, Fairfax County, Virginia",2019,67.275780025,perc_dental_visit,percent
51059421300,tract,"Census Tract 4213, Fairfax County, Virginia",2019,62.169030975,perc_dental_visit,percent
51059421500,tract,"Census Tract 4215, Fairfax County, Virginia",2019,59.549776924999996,perc_dental_visit,percent
51059421900,tract,"Census Tract 4219, Fairfax County, Virginia",2019,56.141079149999996,perc_dental_visit,percent
51059430400,tract,"Census Tract 4304, Fairfax County, Virginia",2019,63.063707175000005,perc_dental_visit,percent
51059460300,tract,"Census Tract 4603, Fairfax County, Virginia",2019,71.39292615000001,perc_dental_visit,percent
51059451900,tract,"Census Tract 4519, Fairfax County, Virginia",2019,63.629036500000005,perc_dental_visit,percent
51059452000,tract,"Census Tract 4520, Fairfax County, Virginia",2019,61.177226375000004,perc_dental_visit,percent
51760020700,tract,"Census Tract 207, Richmond city, Virginia",2019,51.410453825000005,perc_dental_visit,percent
51760060700,tract,"Census Tract 607, Richmond city, Virginia",2019,64.953104075,perc_dental_visit,percent
51760071002,tract,"Census Tract 710.02, Richmond city, Virginia",2019,56.796483900000005,perc_dental_visit,percent
51760010300,tract,"Census Tract 103, Richmond city, Virginia",2019,56.362193525,perc_dental_visit,percent
51760020900,tract,"Census Tract 209, Richmond city, Virginia",2019,55.427981375,perc_dental_visit,percent
51760021200,tract,"Census Tract 212, Richmond city, Virginia",2019,53.54267204999999,perc_dental_visit,percent
51760030500,tract,"Census Tract 305, Richmond city, Virginia",2019,65.25925065,perc_dental_visit,percent
51760060900,tract,"Census Tract 609, Richmond city, Virginia",2019,58.19671052499999,perc_dental_visit,percent
51760070400,tract,"Census Tract 704, Richmond city, Virginia",2019,64.98969255,perc_dental_visit,percent
51760040700,tract,"Census Tract 407, Richmond city, Virginia",2019,62.93826295,perc_dental_visit,percent
51760070900,tract,"Census Tract 709, Richmond city, Virginia",2019,56.0618629,perc_dental_visit,percent
51760010600,tract,"Census Tract 106, Richmond city, Virginia",2019,54.045404825,perc_dental_visit,percent
51760041100,tract,"Census Tract 411, Richmond city, Virginia",2019,59.091791650000005,perc_dental_visit,percent
51760060800,tract,"Census Tract 608, Richmond city, Virginia",2019,59.783870725,perc_dental_visit,percent
51810045801,tract,"Census Tract 458.01, Virginia Beach city, Virginia",2019,64.5219633,perc_dental_visit,percent
51193010400,tract,"Census Tract 104, Westmoreland County, Virginia",2019,64.6083717,perc_dental_visit,percent
51195930700,tract,"Census Tract 9307, Wise County, Virginia",2019,72.189238275,perc_dental_visit,percent
51195930800,tract,"Census Tract 9308, Wise County, Virginia",2019,74.58307275,perc_dental_visit,percent
51195930900,tract,"Census Tract 9309, Wise County, Virginia",2019,75.03259505,perc_dental_visit,percent
51195931000,tract,"Census Tract 9310, Wise County, Virginia",2019,74.486486325,perc_dental_visit,percent
51195931100,tract,"Census Tract 9311, Wise County, Virginia",2019,77.670632925,perc_dental_visit,percent
51195931200,tract,"Census Tract 9312, Wise County, Virginia",2019,71.695016925,perc_dental_visit,percent
51195931300,tract,"Census Tract 9313, Wise County, Virginia",2019,72.1933713,perc_dental_visit,percent
51195931400,tract,"Census Tract 9314, Wise County, Virginia",2019,56.356467224999996,perc_dental_visit,percent
51195931500,tract,"Census Tract 9315, Wise County, Virginia",2019,74.437875675,perc_dental_visit,percent
51195931600,tract,"Census Tract 9316, Wise County, Virginia",2019,51.248601449999995,perc_dental_visit,percent
51195931700,tract,"Census Tract 9317, Wise County, Virginia",2019,55.600654049999996,perc_dental_visit,percent
51197050100,tract,"Census Tract 501, Wythe County, Virginia",2019,63.736500750000005,perc_dental_visit,percent
51197050200,tract,"Census Tract 502, Wythe County, Virginia",2019,64.72518997499999,perc_dental_visit,percent
51197050301,tract,"Census Tract 503.01, Wythe County, Virginia",2019,76.1207097,perc_dental_visit,percent
51197050302,tract,"Census Tract 503.02, Wythe County, Virginia",2019,70.58652802499999,perc_dental_visit,percent
51197050401,tract,"Census Tract 504.01, Wythe County, Virginia",2019,74.7863715,perc_dental_visit,percent
51107611801,tract,"Census Tract 6118.01, Loudoun County, Virginia",2019,62.855327125,perc_dental_visit,percent
51107611802,tract,"Census Tract 6118.02, Loudoun County, Virginia",2019,70.11169165,perc_dental_visit,percent
51107611803,tract,"Census Tract 6118.03, Loudoun County, Virginia",2019,67.94096387500001,perc_dental_visit,percent
51107611804,tract,"Census Tract 6118.04, Loudoun County, Virginia",2019,70.50220015000001,perc_dental_visit,percent
51107611805,tract,"Census Tract 6118.05, Loudoun County, Virginia",2019,71.944840325,perc_dental_visit,percent
51107611806,tract,"Census Tract 6118.06, Loudoun County, Virginia",2019,67.81889505000001,perc_dental_visit,percent
51107611900,tract,"Census Tract 6119, Loudoun County, Virginia",2019,62.8448203,perc_dental_visit,percent
51810045603,tract,"Census Tract 456.03, Virginia Beach city, Virginia",2019,68.58592672500001,perc_dental_visit,percent
51810045604,tract,"Census Tract 456.04, Virginia Beach city, Virginia",2019,67.583892375,perc_dental_visit,percent
51810046014,tract,"Census Tract 460.14, Virginia Beach city, Virginia",2019,67.02190195,perc_dental_visit,percent
51810046015,tract,"Census Tract 460.15, Virginia Beach city, Virginia",2019,64.381400625,perc_dental_visit,percent
51810046016,tract,"Census Tract 460.16, Virginia Beach city, Virginia",2019,63.133372425,perc_dental_visit,percent
51810046220,tract,"Census Tract 462.20, Virginia Beach city, Virginia",2019,63.582675300000005,perc_dental_visit,percent
51810046221,tract,"Census Tract 462.21, Virginia Beach city, Virginia",2019,64.837652725,perc_dental_visit,percent
51810046222,tract,"Census Tract 462.22, Virginia Beach city, Virginia",2019,63.423896049999996,perc_dental_visit,percent
51810046223,tract,"Census Tract 462.23, Virginia Beach city, Virginia",2019,71.169824525,perc_dental_visit,percent
51810046224,tract,"Census Tract 462.24, Virginia Beach city, Virginia",2019,67.142869125,perc_dental_visit,percent
51810046225,tract,"Census Tract 462.25, Virginia Beach city, Virginia",2019,59.199470274999996,perc_dental_visit,percent
51059431002,tract,"Census Tract 4310.02, Fairfax County, Virginia",2019,70.359310625,perc_dental_visit,percent
51059430802,tract,"Census Tract 4308.02, Fairfax County, Virginia",2019,68.69378135000001,perc_dental_visit,percent
51059431001,tract,"Census Tract 4310.01, Fairfax County, Virginia",2019,69.57163115,perc_dental_visit,percent
51059431801,tract,"Census Tract 4318.01, Fairfax County, Virginia",2019,70.87458255,perc_dental_visit,percent
51059431802,tract,"Census Tract 4318.02, Fairfax County, Virginia",2019,73.53337867500001,perc_dental_visit,percent
51059432201,tract,"Census Tract 4322.01, Fairfax County, Virginia",2019,72.1335425,perc_dental_visit,percent
51059432202,tract,"Census Tract 4322.02, Fairfax County, Virginia",2019,73.7147284,perc_dental_visit,percent
51059432401,tract,"Census Tract 4324.01, Fairfax County, Virginia",2019,68.531994225,perc_dental_visit,percent
51059432402,tract,"Census Tract 4324.02, Fairfax County, Virginia",2019,71.57737405,perc_dental_visit,percent
51059432701,tract,"Census Tract 4327.01, Fairfax County, Virginia",2019,74.2460273,perc_dental_visit,percent
51059432702,tract,"Census Tract 4327.02, Fairfax County, Virginia",2019,70.5335438,perc_dental_visit,percent
51059440201,tract,"Census Tract 4402.01, Fairfax County, Virginia",2019,67.9855699,perc_dental_visit,percent
51059440202,tract,"Census Tract 4402.02, Fairfax County, Virginia",2019,75.281110275,perc_dental_visit,percent
51059440501,tract,"Census Tract 4405.01, Fairfax County, Virginia",2019,73.71908595,perc_dental_visit,percent
51059440502,tract,"Census Tract 4405.02, Fairfax County, Virginia",2019,72.90978965000001,perc_dental_visit,percent
51059440701,tract,"Census Tract 4407.01, Fairfax County, Virginia",2019,71.272222475,perc_dental_visit,percent
51059440702,tract,"Census Tract 4407.02, Fairfax County, Virginia",2019,76.2647555,perc_dental_visit,percent
51059450601,tract,"Census Tract 4506.01, Fairfax County, Virginia",2019,74.053757025,perc_dental_visit,percent
51059450602,tract,"Census Tract 4506.02, Fairfax County, Virginia",2019,70.771273725,perc_dental_visit,percent
51059450701,tract,"Census Tract 4507.01, Fairfax County, Virginia",2019,70.658421975,perc_dental_visit,percent
51059450702,tract,"Census Tract 4507.02, Fairfax County, Virginia",2019,67.75628445000001,perc_dental_visit,percent
51059451501,tract,"Census Tract 4515.01, Fairfax County, Virginia",2019,73.7734153,perc_dental_visit,percent
51059451502,tract,"Census Tract 4515.02, Fairfax County, Virginia",2019,71.068172825,perc_dental_visit,percent
51059451601,tract,"Census Tract 4516.01, Fairfax County, Virginia",2019,69.44234565000001,perc_dental_visit,percent
51041101010,tract,"Census Tract 1010.10, Chesterfield County, Virginia",2019,72.98859635,perc_dental_visit,percent
51041101011,tract,"Census Tract 1010.11, Chesterfield County, Virginia",2019,73.82100919999999,perc_dental_visit,percent
51041101012,tract,"Census Tract 1010.12, Chesterfield County, Virginia",2019,71.845450975,perc_dental_visit,percent
51041101013,tract,"Census Tract 1010.13, Chesterfield County, Virginia",2019,76.75375712499999,perc_dental_visit,percent
51047930101,tract,"Census Tract 9301.01, Culpeper County, Virginia",2019,76.509715175,perc_dental_visit,percent
51047930102,tract,"Census Tract 9301.02, Culpeper County, Virginia",2019,74.2604904,perc_dental_visit,percent
51047930201,tract,"Census Tract 9302.01, Culpeper County, Virginia",2019,74.725928375,perc_dental_visit,percent
51047930202,tract,"Census Tract 9302.02, Culpeper County, Virginia",2019,78.758702375,perc_dental_visit,percent
51059481000,tract,"Census Tract 4810, Fairfax County, Virginia",2019,70.355108825,perc_dental_visit,percent
51059481900,tract,"Census Tract 4819, Fairfax County, Virginia",2019,73.94012384999999,perc_dental_visit,percent
51059415200,tract,"Census Tract 4152, Fairfax County, Virginia",2019,76.896812925,perc_dental_visit,percent
