"adcw_id","state","county","geoid"
"160022707","New York","Oswego","36075"
"160020151","Colorado","Otero","08089"
"160020152","New Mexico","Otero","35035"
"160020835","Nebraska","Otoe","31131"
"160022408","Michigan","Otsego","26137"
"160022708","New York","Otsego","36077"
"160021504","Mississippi","Perry","28111"
"160022410","Michigan","Ottawa","26139"
"160022409","Ohio","Ottawa","39123"
"160020837","Oklahoma","Ottawa","40115"
"160019798","Minnesota","Otter Tail","27111"
"160020838","Arkansas","Ouachita","05103"
"160021132","Louisiana","Ouachita","22073"
"160020153","Colorado","Ouray","08091"
"160022411","Wisconsin","Outagamie","55087"
"160020839","Missouri","Ozark","29153"
"160021955","Tennessee","Overton","47133"
"160022412","Indiana","Owen","18119"
"160021956","Kentucky","Owen","21187"
"160021957","Kentucky","Owsley","21189"
"160019799","Idaho","Owyhee","16073"
"160022709","Maine","Oxford","23017"
"160021958","Virginia","Page","51139"
"160022413","Wisconsin","Ozaukee","55089"
"160020856","Missouri","Perry","29157"
"160022420","Ohio","Perry","39127"
"160019801","Washington","Pacific","53049"
"160020840","Iowa","Page","19145"
"160020841","Iowa","Palo Alto","19147"
"160020842","Texas","Palo Pinto","48363"
"160022712","Pennsylvania","Perry","42099"
"160021966","Tennessee","Perry","47135"
"160021230","Florida","Palm Beach","12099"
"160021959","North Carolina","Pamlico","37137"
"160021499","Mississippi","Panola","28107"
"160020843","Texas","Panola","48365"
"160020899","Texas","Real","48385"
"160019835","Minnesota","Red Lake","27125"
"160020154","Colorado","Park","08093"
"160022414","Indiana","Parke","18121"
"160020844","Texas","Parker","48367"
"160019803","Montana","Park","30067"
"160020155","Wyoming","Park","56029"
"160020845","Texas","Parmer","48369"
"160021136","Louisiana","Red River","22081"
"160022719","Rhode Island","Providence","44007"
"160021231","Florida","Pasco","12101"
"160021960","North Carolina","Pasquotank","37139"
"160022415","Ohio","Paulding","39125"
"160020847","Kansas","Pawnee","20145"
"160020846","Nebraska","Pawnee","31133"
"160020848","Oklahoma","Pawnee","40117"
"160019805","Idaho","Payette","16075"
"160020849","Oklahoma","Payne","40119"
"160021501","Georgia","Peach","13225"
"160021502","Mississippi","Pearl River","28109"
"160020162","Colorado","Prowers","08099"
"160020852","South Dakota","Pennington","46103"
"160022711","Maine","Penobscot","23019"
"160020163","Colorado","Pueblo","08101"
"160022416","Illinois","Peoria","17143"
"160022417","Wisconsin","Pepin","55091"
"160020853","Nebraska","Perkins","31135"
"160020854","South Dakota","Perkins","46105"
"160020888","Arkansas","Pulaski","05119"
"160020006","Nevada","Pershing","32027"
"160021968","North Carolina","Person","37145"
"160021515","Georgia","Pulaski","13235"
"160022436","Illinois","Pulaski","17153"
"160022437","Indiana","Pulaski","18131"
"160021987","Kentucky","Pulaski","21199"
"160019813","Montana","Petroleum","30069"
"160020857","Missouri","Pettis","29159"
"160022745","Massachusetts","Suffolk","25025"
"160022746","New York","Suffolk","36103"
"160022039","Virginia","Suffolk","51800"
"160020900","Texas","Red River","48387"
"160020901","Nebraska","Red Willow","31145"
"160019815","North Dakota","Pierce","38069"
"160019836","Minnesota","Redwood","27127"
"160019816","Washington","Pierce","53053"
"160022423","Wisconsin","Pierce","55093"
"160021510","Alabama","Pike","01109"
"160020863","Arkansas","Pike","05109"
"160021509","Georgia","Pike","13231"
"160022425","Illinois","Pike","17149"
"160021971","Kentucky","Pike","21195"
"160021511","Mississippi","Pike","28113"
"160020864","Missouri","Pike","29163"
"160022426","Ohio","Pike","39131"
"160022714","Pennsylvania","Pike","42103"
"160020157","Arizona","Pima","04019"
"160020158","Arizona","Pinal","04021"
"160022424","Indiana","Pike","18125"
"160021978","Virginia","Poquoson","51735"
"160021232","Florida","Pinellas","12103"
"160019817","Minnesota","Pine","27115"
"160022430","Ohio","Portage","39133"
"160022429","Wisconsin","Portage","55097"
"160022431","Indiana","Porter","18127"
"160021979","Virginia","Portsmouth","51740"
"160021512","Georgia","Polk","13233"
"160020875","Iowa","Polk","19153"
"160019819","Minnesota","Polk","27119"
"160020873","Missouri","Polk","29167"
"160020871","Nebraska","Polk","31143"
"160021977","North Carolina","Polk","37149"
"160020009","Oregon","Polk","41053"
"160021976","Tennessee","Polk","47139"
"160022427","Wisconsin","Polk","55095"
"160019822","Minnesota","Pope","27121"
"160020874","Texas","Polk","48373"
"160019820","Montana","Pondera","30073"
"160021513","Mississippi","Pontotoc","28115"
"160020876","Oklahoma","Pontotoc","40123"
"160022432","Indiana","Posey","18129"
"160020878","Kansas","Pottawatomie","20149"
"160020879","Oklahoma","Pottawatomie","40125"
"160020880","Iowa","Pottawattamie","19155"
"160019823","Montana","Powder River","30075"
"160021980","Kentucky","Powell","21197"
"160019824","Montana","Powell","30077"
"160019826","Idaho","Power","16077"
"160022717","Pennsylvania","Potter","42105"
"160020881","South Dakota","Potter","46107"
"160020882","Texas","Potter","48375"
"160020883","Iowa","Poweshiek","19157"
"160020885","Kansas","Pratt","20151"
"160022433","Ohio","Preble","39135"
"160021514","Mississippi","Prentiss","28117"
"160020886","Texas","Presidio","48377"
"160022434","Michigan","Presque Isle","26141"
"160021982","West Virginia","Preston","54077"
"160022435","Wisconsin","Price","55099"
"160021984","Virginia","Prince George","51149"
"160021179","Alaska","Prince of Wales-Hyder","02198"
"160021985","Virginia","Prince William","51153"
"160020907","Kansas","Rice","20159"
"160020889","Oklahoma","Pushmataha","40127"
"160022444","Illinois","Richland","17159"
"160020887","Missouri","Pulaski","29169"
"160022440","Indiana","Putnam","18133"
"160020890","Missouri","Putnam","29171"
"160022720","New York","Putnam","36079"
"160022439","Ohio","Putnam","39137"
"160021989","Tennessee","Putnam","47141"
"160021988","West Virginia","Putnam","54079"
"160021137","Louisiana","Richland","22083"
"160021986","Virginia","Pulaski","51155"
"160020164","New Mexico","Quay","35037"
"160021518","Mississippi","Quitman","28119"
"160021519","Georgia","Rabun","13241"
"160022441","Wisconsin","Racine","55101"
"160021234","Florida","Putnam","12107"
"160021516","Georgia","Putnam","13237"
"160022438","Illinois","Putnam","17155"
"160021990","Virginia","Radford","51750"
"160022721","Maryland","Queen Anne's","24035"
"160022722","New York","Queens","36081"
"160021517","Georgia","Quitman","13239"
"160021993","North Carolina","Randolph","37151"
"160020893","Texas","Randall","48381"
"160021521","Alabama","Randolph","01111"
"160020894","Arkansas","Randolph","05121"
"160021992","West Virginia","Randolph","54083"
"160021520","Georgia","Randolph","13243"
"160022443","Illinois","Randolph","17157"
"160022442","Indiana","Randolph","18135"
"160020895","Missouri","Randolph","29175"
"160021522","Mississippi","Rankin","28121"
"160019833","North Dakota","Ransom","38073"
"160021135","Louisiana","Rapides","22079"
"160021994","Virginia","Rappahannock","51157"
"160019834","Montana","Ravalli","30081"
"160019841","Montana","Richland","30083"
"160019842","North Dakota","Richland","38077"
"160020902","Texas","Reeves","48389"
"160020903","Texas","Refugio","48391"
"160019838","North Dakota","Renville","38075"
"160020904","Kansas","Reno","20155"
"160022723","New York","Rensselaer","36083"
"160020905","Kansas","Republic","20157"
"160020906","Missouri","Reynolds","29179"
"160022446","Ohio","Richland","39139"
"160019839","Minnesota","Renville","27129"
"160021995","Tennessee","Rhea","47143"
"160019840","Minnesota","Rice","27131"
"160020908","Nebraska","Richardson","31147"
"160020909","Kansas","Riley","20161"
"160021524","Georgia","Richmond","13245"
"160022724","New York","Richmond","36085"
"160021997","North Carolina","Richmond","37153"
"160020165","Utah","Rich","49033"
"160022000","West Virginia","Roane","54087"
"160022002","Virginia","Roanoke","51161"
"160022003","Virginia","Roanoke","51770"
"160022004","Kentucky","Robertson","21201"
"160022005","Tennessee","Robertson","47147"
"160020914","Texas","Robertson","48395"
"160020913","South Dakota","Roberts","46109"
"160022041","West Virginia","Summers","54089"
"160020917","Oklahoma","Roger Mills","40129"
"160020919","Kansas","Rooks","20163"
"160019845","Montana","Roosevelt","30085"
"160020169","New Mexico","Roosevelt","35041"
"160022450","Michigan","Roscommon","26143"
"160019846","Minnesota","Roseau","27135"
"160019847","Montana","Rosebud","30087"
"160022454","Michigan","Saginaw","26145"
"160020929","Arkansas","Saline","05125"
"160022455","Illinois","Saline","17165"
"160020928","Kansas","Saline","20169"
"160020927","Missouri","Saline","29195"
"160020926","Nebraska","Saline","31151"
"160020172","Utah","Salt Lake","49035"
"160021527","South Carolina","Saluda","45081"
"160020188","Colorado","Summit","08117"
"160020015","California","San Francisco","06075"
"160020014","California","San Diego","06073"
"160020189","Utah","Summit","49043"
"160020996","Kansas","Sumner","20191"
"160020931","Texas","San Jacinto","48407"
"160020016","California","San Joaquin","06077"
"160020173","Colorado","San Juan","08111"
"160020017","California","San Luis Obispo","06079"
"160020175","New Mexico","San Juan","35045"
"160020174","Utah","San Juan","49037"
"160019850","Montana","Sanders","30089"
"160020178","New Mexico","Sandoval","35043"
"160019849","Washington","San Juan","53055"
"160020018","California","San Mateo","06081"
"160020176","Colorado","San Miguel","08113"
"160020177","New Mexico","San Miguel","35047"
"160020932","Texas","San Patricio","48409"
"160020933","Texas","San Saba","48411"
"160020934","South Dakota","Sanborn","46111"
"160022456","Ohio","Sandusky","39143"
"160022457","Illinois","Sangamon","17167"
"160022458","Michigan","Sanilac","26151"
"160020179","Utah","Sanpete","49039"
"160020020","California","Santa Clara","06085"
"160020180","Arizona","Santa Cruz","04023"
"160020021","California","Santa Cruz","06087"
"160020181","New Mexico","Santa Fe","35049"
"160019851","North Dakota","Sargent","38081"
"160020019","California","Santa Barbara","06083"
"160021235","Florida","Santa Rosa","12113"
"160021236","Florida","Sarasota","12115"
"160022730","New York","Saratoga","36091"
"160020935","Nebraska","Sarpy","31153"
"160022734","Pennsylvania","Schuylkill","42107"
"160022459","Wisconsin","Sauk","55111"
"160020936","Nebraska","Saunders","31155"
"160022460","Wisconsin","Sawyer","55113"
"160022023","Tennessee","Sequatchie","47153"
"160021298","Georgia","Chatham","13051"
"160022731","New York","Schenectady","36093"
"160020937","Texas","Schleicher","48413"
"160021091","Nebraska","York","31185"
"160022732","New York","Schoharie","36095"
"160022461","Michigan","Schoolcraft","26153"
"160022462","Illinois","Schuyler","17169"
"160020938","Missouri","Schuyler","29197"
"160022733","New York","Schuyler","36097"
"160020959","Missouri","Shelby","29205"
"160022042","Tennessee","Sumner","47165"
"160021542","Alabama","Sumter","01119"
"160020943","Iowa","Scott","19163"
"160020940","Kansas","Scott","20171"
"160020950","Oklahoma","Sequoyah","40135"
"160022471","Ohio","Shelby","39149"
"160020942","Missouri","Scott","29201"
"160020944","Nebraska","Scotts Bluff","31157"
"160022020","Tennessee","Scott","47151"
"160022021","Virginia","Scott","51169"
"160021530","Georgia","Screven","13251"
"160020945","Texas","Scurry","48415"
"160020946","Arkansas","Searcy","05129"
"160022497","Ohio","Union","39159"
"160022022","Kentucky","Scott","21209"
"160019852","Minnesota","Scott","27139"
"160021529","Mississippi","Scott","28123"
"160020947","Arkansas","Sebastian","05131"
"160020182","Colorado","Sedgwick","08115"
"160020951","Arkansas","Sevier","05133"
"160022508","Indiana","Wabash","18169"
"160021531","Georgia","Seminole","13253"
"160020949","Oklahoma","Seminole","40133"
"160022735","New York","Seneca","36099"
"160022466","Ohio","Seneca","39147"
"160020948","Kansas","Sedgwick","20173"
"160021237","Florida","Seminole","12117"
"160019907","Minnesota","Waseca","27161"
"160021532","Mississippi","Sharkey","28125"
"160020957","Arkansas","Sharp","05135"
"160022024","Tennessee","Sevier","47155"
"160020183","Utah","Sevier","49041"
"160020953","Kansas","Seward","20175"
"160020952","Nebraska","Seward","31159"
"160020954","Texas","Shackelford","48417"
"160020955","Missouri","Shannon","29203"
"160020022","California","Shasta","06089"
"160022467","Wisconsin","Shawano","55115"
"160020958","Kansas","Shawnee","20177"
"160022468","Wisconsin","Sheboygan","55117"
"160022029","Tennessee","Smith","47159"
"160021240","Florida","Sumter","12119"
"160021533","Alabama","Shelby","01117"
"160022469","Illinois","Shelby","17173"
"160022470","Indiana","Shelby","18145"
"160020960","Iowa","Shelby","19165"
"160022025","Kentucky","Shelby","21211"
"160021543","Georgia","Sumter","13261"
"160022045","Virginia","Sussex","51183"
"160022026","Tennessee","Shelby","47157"
"160020961","Texas","Shelby","48419"
"160022027","Virginia","Shenandoah","51171"
"160021012","Nebraska","Thurston","31173"
"160021544","South Carolina","Sumter","45085"
"160021545","Mississippi","Sunflower","28133"
"160022044","North Carolina","Surry","37171"
"160021035","Missouri","Vernon","29217"
"160020962","Kansas","Sheridan","20179"
"160019855","Montana","Sheridan","30091"
"160019853","Minnesota","Sherburne","27141"
"160020963","Nebraska","Sheridan","31161"
"160019854","North Dakota","Sheridan","38083"
"160020184","Wyoming","Sheridan","56033"
"160020966","Kansas","Sherman","20181"
"160020964","Nebraska","Sherman","31163"
"160020023","Oregon","Sherman","41055"
"160020025","California","Siskiyou","06093"
"160021176","Alaska","Sitka","02220"
"160021549","Mississippi","Tallahatchie","28135"
"160019860","North Dakota","Sioux","38085"
"160019862","Washington","Skamania","53059"
"160019864","North Dakota","Slope","38087"
"160020969","Kansas","Smith","20183"
"160021535","Mississippi","Smith","28129"
"160019861","Washington","Skagit","53057"
"160021172","Alaska","Skagway","02230"
"160020970","Texas","Smith","48423"
"160022030","Virginia","Smyth","51173"
"160019865","Washington","Snohomish","53061"
"160022736","Pennsylvania","Snyder","42109"
"160021312","Mississippi","Clarke","28023"
"160020186","New Mexico","Socorro","35053"
"160020026","California","Solano","06095"
"160021054","Oklahoma","Washita","40149"
"160022738","Maine","Somerset","23025"
"160022737","Maryland","Somerset","24039"
"160022740","New Jersey","Somerset","34035"
"160022739","Pennsylvania","Somerset","42111"
"160022043","Virginia","Surry","51181"
"160022503","Wisconsin","Vernon","55123"
"160022750","Pennsylvania","Susquehanna","42115"
"160022752","Delaware","Sussex","10005"
"160022751","New Jersey","Sussex","34037"
"160020030","California","Sutter","06101"
"160020997","Texas","Sutton","48435"
"160021550","Alabama","Tallapoosa","01123"
"160021241","Florida","Suwannee","12121"
"160022046","North Carolina","Swain","37173"
"160019881","Montana","Sweet Grass","30097"
"160020999","Iowa","Tama","19171"
"160021000","Missouri","Taney","29213"
"160020190","Wyoming","Sweetwater","56037"
"160019882","Minnesota","Swift","27151"
"160022487","Wisconsin","Taylor","55119"
"160022753","Maryland","Talbot","24041"
"160021547","Georgia","Taliaferro","13265"
"160021548","Alabama","Talladega","01121"
"160021148","Louisiana","Tangipahoa","22105"
"160020191","New Mexico","Taos","35055"
"160021001","Texas","Tarrant","48439"
"160021551","Mississippi","Tate","28137"
"160021552","Georgia","Tattnall","13267"
"160021242","Florida","Taylor","12123"
"160022488","Illinois","Tazewell","17179"
"160021553","Georgia","Taylor","13269"
"160021002","Iowa","Taylor","19173"
"160022048","Kentucky","Taylor","21217"
"160021003","Texas","Taylor","48441"
"160022047","West Virginia","Taylor","54091"
"160022049","Virginia","Tazewell","51185"
"160020031","California","Tehama","06103"
"160021554","Georgia","Telfair","13271"
"160020192","Colorado","Teller","08119"
"160021149","Louisiana","Tensas","22107"
"160021150","Louisiana","Terrebonne","22109"
"160021555","Georgia","Terrell","13273"
"160022500","Indiana","Vanderburgh","18163"
"160021004","Texas","Terrell","48443"
"160021005","Texas","Terry","48445"
"160019885","Idaho","Teton","16081"
"160019884","Montana","Teton","30099"
"160020193","Wyoming","Teton","56039"
"160021007","Missouri","Texas","29215"
"160021006","Oklahoma","Texas","40139"
"160021008","Nebraska","Thayer","31169"
"160021556","Georgia","Thomas","13275"
"160021010","Kansas","Thomas","20193"
"160022084","Kentucky","Webster","21233"
"160022490","Indiana","Tipton","18159"
"160019888","Washington","Thurston","53067"
"160021557","Georgia","Tift","13277"
"160020032","Oregon","Tillamook","41057"
"160021013","Oklahoma","Tillman","40141"
"160022755","New York","Tioga","36107"
"160022754","Pennsylvania","Tioga","42117"
"160021558","Mississippi","Tippah","28139"
"160022050","Tennessee","Tipton","47167"
"160021559","Mississippi","Tishomingo","28141"
"160021014","Texas","Titus","48449"
"160022051","Kentucky","Todd","21219"
"160019890","Minnesota","Todd","27153"
"160022489","Indiana","Tippecanoe","18157"
"160021037","Kansas","Wabaunsee","20197"
"160021015","South Dakota","Todd","46121"
"160022756","Connecticut","Tolland","09013"
"160021016","Texas","Tom Green","48451"
"160019902","Minnesota","Wadena","27159"
"160022757","New York","Tompkins","36109"
"160020194","Utah","Tooele","49045"
"160019891","Montana","Toole","30101"
"160021560","Georgia","Toombs","13279"
"160021561","Georgia","Towns","13281"
"160019894","North Dakota","Traill","38097"
"160022052","North Carolina","Transylvania","37175"
"160020195","New Mexico","Torrance","35057"
"160019893","North Dakota","Towner","38095"
"160022491","Wisconsin","Trempealeau","55121"
"160021044","Texas","Ward","48475"
"160019895","Minnesota","Traverse","27155"
"160021019","Texas","Trinity","48455"
"160021020","South Dakota","Tripp","46123"
"160021563","Georgia","Troup","13285"
"160022055","Tennessee","Trousdale","47169"
"160022492","Ohio","Trumbull","39155"
"160022056","West Virginia","Tucker","54093"
"160021017","Texas","Travis","48453"
"160019896","Montana","Treasure","30103"
"160021018","Kansas","Trego","20195"
"160022765","New Jersey","Warren","34041"
"160022764","New York","Warren","36113"
"160021038","Oklahoma","Wagoner","40145"
"160021245","Florida","Wakulla","12129"
"160021562","Georgia","Treutlen","13283"
"160020034","California","Tulare","06107"
"160021021","Oklahoma","Tulsa","40143"
"160021564","Mississippi","Tunica","28143"
"160022053","Kentucky","Trigg","21221"
"160022054","Kentucky","Trimble","21223"
"160020033","California","Trinity","06105"
"160020035","California","Tuolumne","06109"
"160021565","Georgia","Turner","13287"
"160021022","South Dakota","Turner","46125"
"160021566","Alabama","Tuscaloosa","01125"
"160022493","Ohio","Tuscarawas","39157"
"160021573","Alabama","Walker","01127"
"160022494","Michigan","Tuscola","26157"
"160021572","Georgia","Walker","13295"
"160021567","Georgia","Twiggs","13289"
"160019897","Idaho","Twin Falls","16083"
"160021039","Texas","Walker","48471"
"160021023","Texas","Tyler","48457"
"160022057","West Virginia","Tyler","54095"
"160019904","Washington","Walla Walla","53071"
"160022058","North Carolina","Tyrrell","37177"
"160022495","Indiana","Union","18161"
"160020197","Utah","Uintah","49047"
"160021024","Iowa","Union","19175"
"160020196","Wyoming","Uinta","56041"
"160022060","Kentucky","Union","21225"
"160021151","Louisiana","Union","22111"
"160021569","Mississippi","Union","28145"
"160022760","New Jersey","Union","34039"
"160020198","New Mexico","Union","35059"
"160021040","Kansas","Wallace","20199"
"160022496","Illinois","Union","17181"
"160022062","North Carolina","Union","37179"
"160020037","Oregon","Union","41061"
"160022759","Pennsylvania","Union","42119"
"160021570","South Carolina","Union","45087"
"160021025","South Dakota","Union","46127"
"160022061","Tennessee","Union","47173"
"160021027","Texas","Upshur","48459"
"160022063","West Virginia","Upshur","54097"
"160021571","Georgia","Upson","13293"
"160021028","Texas","Upton","48461"
"160020199","Utah","Utah","49049"
"160021029","Texas","Uvalde","48463"
"160021030","Texas","Val Verde","48465"
"160021170","Alaska","Valdez-Cordova","02261"
"160020200","New Mexico","Valencia","35061"
"160022761","Pennsylvania","Venango","42121"
"160022068","North Carolina","Warren","37185"
"160021576","Georgia","Ware","13299"
"160019899","Idaho","Valley","16085"
"160019898","Montana","Valley","30105"
"160021031","Nebraska","Valley","31175"
"160021033","Arkansas","Van Buren","05141"
"160021032","Iowa","Van Buren","19177"
"160022498","Michigan","Van Buren","26159"
"160022064","Tennessee","Van Buren","47175"
"160021041","Texas","Waller","48473"
"160022499","Ohio","Van Wert","39161"
"160021034","Texas","Van Zandt","48467"
"160022065","North Carolina","Vance","37181"
"160020039","Oregon","Wallowa","41063"
"160020038","California","Ventura","06111"
"160022501","Illinois","Vermilion","17183"
"160021152","Louisiana","Vermilion","22113"
"160022502","Indiana","Vermillion","18165"
"160022512","Ohio","Warren","39165"
"160021153","Louisiana","Vernon","22115"
"160022504","Indiana","Vigo","18167"
"160022505","Wisconsin","Vilas","55125"
"160019905","North Dakota","Walsh","38099"
"160021036","Texas","Victoria","48469"
"160022506","Ohio","Vinton","39163"
"160021574","Mississippi","Walthall","28147"
"160022066","Virginia","Virginia Beach","51810"
"160021244","Florida","Volusia","12127"
"160022516","Indiana","Washington","18175"
"160019901","Minnesota","Wabasha","27157"
"160022507","Illinois","Wabash","17185"
"160019903","Washington","Wahkiakum","53069"
"160022067","North Carolina","Wake","37183"
"160022762","Maine","Waldo","23027"
"160022511","Illinois","Warren","17187"
"160022510","Indiana","Warren","18171"
"160021246","Florida","Walton","12131"
"160021575","Georgia","Walton","13297"
"160021046","Iowa","Warren","19181"
"160021042","South Dakota","Walworth","46129"
"160022071","Kentucky","Warren","21227"
"160021578","Mississippi","Warren","28149"
"160021045","Missouri","Warren","29219"
"160021043","Iowa","Wapello","19179"
"160019906","North Dakota","Ward","38101"
"160022509","Wisconsin","Walworth","55127"
"160021577","Georgia","Warren","13301"
"160020201","Utah","Wasatch","49051"
"160022763","Pennsylvania","Warren","42123"
"160022070","Tennessee","Warren","47177"
"160022069","Virginia","Warren","51187"
"160022513","Indiana","Warrick","18173"
"160020040","Oregon","Wasco","41065"
"160021247","Florida","Washington","12133"
"160021580","Georgia","Washington","13303"
"160019908","Idaho","Washington","16087"
"160022515","Illinois","Washington","17189"
"160020202","Wyoming","Washakie","56043"
"160022514","Wisconsin","Washburn","55129"
"160021579","Alabama","Washington","01129"
"160021053","Arkansas","Washington","05143"
"160020203","Colorado","Washington","08121"
"160021049","Iowa","Washington","19183"
"160021047","Kansas","Washington","20201"
"160021581","Mississippi","Washington","28151"
"160022072","Kentucky","Washington","21229"
"160021050","Missouri","Washington","29221"
"160022517","Ohio","Washington","39167"
"160022530","Indiana","White","18181"
"160021154","Louisiana","Washington","22117"
"160021052","Oklahoma","Washington","40147"
"160020467","Kansas","Elk","20049"
"160020041","Oregon","Washington","41067"
"160022767","Vermont","Washington","50023"
"160022766","Maine","Washington","23029"
"160022771","Pennsylvania","Washington","42125"
"160022075","Tennessee","Washington","47179"
"160022770","Maryland","Washington","24043"
"160019909","Minnesota","Washington","27163"
"160022074","Virginia","Washington","51191"
"160022518","Wisconsin","Washington","55131"
"160020518","Kansas","Gove","20063"
"160021048","Nebraska","Washington","31177"
"160022768","New York","Washington","36115"
"160021051","Texas","Washington","48477"
"160022073","North Carolina","Washington","37187"
"160020204","Utah","Washington","49053"
"160020042","Nevada","Washoe","32031"
"160022519","Michigan","Washtenaw","26161"
"160021155","Louisiana","Webster","22119"
"160022076","North Carolina","Watauga","37189"
"160021585","Mississippi","Webster","28155"
"160021060","Missouri","Webster","29225"
"160022531","Illinois","Whiteside","17195"
"160021059","Nebraska","Webster","31181"
"160022083","West Virginia","Webster","54101"
"160019911","Minnesota","Watonwan","27165"
"160022520","Wisconsin","Waukesha","55133"
"160022521","Wisconsin","Waupaca","55135"
"160022522","Wisconsin","Waushara","55137"
"160021583","Georgia","Wayne","13305"
"160022523","Illinois","Wayne","17191"
"160022524","Indiana","Wayne","18177"
"160021055","Iowa","Wayne","19185"
"160022078","Kentucky","Wayne","21231"
"160021057","Missouri","Wayne","29223"
"160021056","Nebraska","Wayne","31179"
"160022773","New York","Wayne","36117"
"160022080","North Carolina","Wayne","37191"
"160022525","Ohio","Wayne","39169"
"160022526","Michigan","Wayne","26163"
"160022772","Pennsylvania","Wayne","42127"
"160021582","Mississippi","Wayne","28153"
"160021061","Iowa","Webster","19187"
"160021857","Virginia","Lee","51105"
"160021063","Nebraska","Wheeler","31183"
"160020043","Oregon","Wheeler","41069"
"160020044","Nevada","White Pine","32033"
"160021065","Arkansas","White","05145"
"160021587","Georgia","White","13311"
"160022529","Illinois","White","17193"
"160021064","Texas","Wheeler","48483"
"160022087","Tennessee","White","47185"
"160021588","Georgia","Whitfield","13313"
"160021067","Texas","Wichita","48485"
"160022532","Indiana","Whitley","18183"
"160022088","Kentucky","Whitley","21235"
"160019916","Washington","Whitman","53075"
"160019917","Montana","Wibaux","30109"
"160021066","Kansas","Wichita","20203"
"160022097","Kentucky","Wolfe","21237"
"160022786","Pennsylvania","York","42133"
"160020529","Kansas","Greeley","20071"
"160022776","Maryland","Wicomico","24045"
"160022093","Tennessee","Wilson","47189"
"160021072","Texas","Wilson","48493"
"160021076","Texas","Wise","48497"
"160022096","Virginia","Wise","51195"
"160022781","Massachusetts","Worcester","25027"
"160022538","Wisconsin","Wood","55141"
"160022780","Maryland","Worcester","24047"
"160019924","Montana","Yellowstone","30111"
"160020046","California","Yolo","06113"
"160022785","Maine","York","23031"
"160021090","Texas","Yoakum","48501"
"160021600","South Carolina","York","45091"
"160022104","Virginia","York","51199"
"160021092","Texas","Young","48503"
"160020047","California","Yuba","06115"
"160019936","Alaska","Yukon-Koyukuk","02290"
"160020211","Arizona","Yuma","04027"
"160020210","Colorado","Yuma","08125"
"160021093","Texas","Zapata","48505"
"160021094","Texas","Zavala","48507"
"160021095","South Dakota","Ziebach","46137"
"160020978","Missouri","St. Louis","29189"
"160020977","Missouri","City of St. Louis","29510"
"160021998","Virginia","Richmond","51760"
"160020530","Nebraska","Greeley","31077"
"160021648","Virginia","City of Bristol","51520"
"160021996","Virginia","Richmond","51159"
"160020546","Nebraska","Hall","31079"
"160020545","Texas","Hall","48191"
"160020732","Iowa","Mahaska","19123"
"160019754","Minnesota","Mahnomen","27087"
"160022561","Pennsylvania","Berks","42011"
"160020302","Missouri","Butler","29023"
"160020300","Nebraska","Butler","31023"
"160021608","Virginia","Alleghany","51005"
"160022547","Pennsylvania","Allegheny","42003"
"160022149","Illinois","Carroll","17015"
"160022150","Indiana","Carroll","18015"
"160020320","Iowa","Carroll","19027"
"160021672","Kentucky","Carroll","21041"
"160021694","Virginia","Clarke","51043"
"160021187","Florida","Calhoun","12013"
"160021330","Georgia","Cook","13075"
"160024066","Georgia","Calhoun","13037"
"160021651","North Carolina","Brunswick","37019"
"160021650","Virginia","Brunswick","51025"
"160022146","Illinois","Calhoun","17013"
"160020309","Iowa","Calhoun","19025"
"160022147","Michigan","Calhoun","26025"
"160022105","Wisconsin","Adams","55001"
"160022543","Vermont","Addison","50001"
"160019544","Idaho","Canyon","16027"
"160019939","California","Amador","06005"
"160021684","North Carolina","Chatham","37037"
"160021248","South Carolina","Abbeville","45001"
"160021299","Georgia","Chattahoochee","13053"
"160021096","Louisiana","Acadia","22001"
"160021601","Virginia","Accomack","51001"
"160019502","Idaho","Ada","16001"
"160020212","Iowa","Adair","19001"
"160021602","Kentucky","Adair","21001"
"160020214","Missouri","Adair","29001"
"160020213","Oklahoma","Adair","40001"
"160020048","Colorado","Adams","08001"
"160019504","Idaho","Adams","16003"
"160022108","Illinois","Adams","17001"
"160022107","Indiana","Adams","18001"
"160021300","Georgia","Chattooga","13055"
"160020215","Iowa","Adams","19003"
"160021249","Mississippi","Adams","28001"
"160020216","Nebraska","Adams","31001"
"160019503","North Dakota","Adams","38001"
"160022106","Ohio","Adams","39001"
"160022542","Pennsylvania","Adams","42001"
"160019505","Washington","Adams","53001"
"160020339","Kansas","Chautauqua","20019"
"160021258","Alabama","Autauga","01001"
"160022546","Maryland","Allegany","24001"
"160021603","North Carolina","Alamance","37001"
"160022545","New York","Allegany","36003"
"160021250","South Carolina","Aiken","45003"
"160019506","Minnesota","Aitkin","27001"
"160021181","Florida","Alachua","12001"
"160019937","California","Alameda","06001"
"160022544","New York","Albany","36001"
"160020050","Wyoming","Albany","56001"
"160021604","Virginia","Albemarle","51003"
"160022109","Michigan","Alcona","26001"
"160021251","Mississippi","Alcorn","28003"
"160021607","North Carolina","Alleghany","37005"
"160020049","Colorado","Alamosa","08003"
"160021160","Alaska","Aleutians East","02013"
"160021161","Alaska","Aleutians West","02016"
"160022110","Illinois","Alexander","17003"
"160021605","North Carolina","Alexander","37003"
"160021606","Virginia","Alexandria","51510"
"160020217","Oklahoma","Alfalfa","40003"
