"geoid","measure","value","year"
"51013100500","at_risk_high_pct",1.44,2022
"51013100500","at_risk_low_pct",3.15,2022
"51013100500","at_risk_medium_pct",0.26,2022
"51013100500","food_insecure_pct",18.37,2022
"51013100500","food_secure_pct",76.77,2022
"51013100600","at_risk_high_cnt",18,2022
"51013100600","at_risk_low_cnt",4,2022
"51013100600","at_risk_medium_cnt",3,2022
"51013100600","food_insecure_cnt",280,2022
"51013100600","food_secure_cnt",921,2022
"51013100600","total_household_cnt",1226,2022
"51013100600","at_risk_high_pct",1.47,2022
"51013100600","at_risk_low_pct",0.33,2022
"51013100600","at_risk_medium_pct",0.24,2022
"51013100600","food_insecure_pct",22.84,2022
"51013100600","food_secure_pct",75.12,2022
"51013100700","at_risk_high_cnt",41,2022
"51013100700","at_risk_low_cnt",11,2022
"51013100700","at_risk_medium_cnt",17,2022
"51013100700","food_insecure_cnt",643,2022
"51013100700","food_secure_cnt",1692,2022
"51013100700","total_household_cnt",2404,2022
"51013100700","at_risk_high_pct",1.71,2022
"51013100700","at_risk_low_pct",0.46,2022
"51013100700","at_risk_medium_pct",0.71,2022
"51013100700","food_insecure_pct",26.75,2022
"51013100700","food_secure_pct",70.38,2022
"51013100800","at_risk_high_cnt",9,2022
"51013100800","at_risk_low_cnt",1,2022
"51013100800","at_risk_medium_cnt",18,2022
"51013100800","food_insecure_cnt",188,2022
"51013100800","food_secure_cnt",306,2022
"51013100800","total_household_cnt",521,2022
"51013100800","at_risk_high_pct",1.73,2022
"51013100800","at_risk_low_pct",0.19,2022
"51013100800","at_risk_medium_pct",3.45,2022
"51013100800","food_insecure_pct",36.08,2022
"51013100800","food_secure_pct",58.73,2022
"51013100900","at_risk_high_cnt",3,2022
"51013100900","at_risk_low_cnt",0,2022
"51013100900","at_risk_medium_cnt",40,2022
"51013100900","food_insecure_cnt",510,2022
"51013100900","food_secure_cnt",1076,2022
"51013100900","total_household_cnt",1630,2022
"51013100900","at_risk_high_pct",0.18,2022
"51013100900","at_risk_low_pct",0,2022
"51013100900","at_risk_medium_pct",2.45,2022
"51013100900","food_insecure_pct",31.29,2022
"51013100900","food_secure_pct",66.01,2022
"51013101000","at_risk_high_cnt",5,2022
"51013101000","at_risk_low_cnt",0,2022
"51013101000","at_risk_medium_cnt",56,2022
"51013101000","food_insecure_cnt",303,2022
"51013101000","food_secure_cnt",1072,2022
"51013101000","total_household_cnt",1437,2022
"51013101000","at_risk_high_pct",0.35,2022
"51013101000","at_risk_low_pct",0,2022
"51013101000","at_risk_medium_pct",3.9,2022
"51013101000","food_insecure_pct",21.09,2022
"51013101000","food_secure_pct",74.6,2022
"51013101100","at_risk_high_cnt",11,2022
"51013101100","at_risk_low_cnt",4,2022
"51013101100","at_risk_medium_cnt",62,2022
"51013101100","food_insecure_cnt",516,2022
"51013101100","food_secure_cnt",1779,2022
"51013101100","total_household_cnt",2373,2022
"51013101100","at_risk_high_pct",0.46,2022
"51013101100","at_risk_low_pct",0.17,2022
"51013101100","at_risk_medium_pct",2.61,2022
"51013101100","food_insecure_pct",21.74,2022
"51013101100","food_secure_pct",74.97,2022
"51013101200","at_risk_high_cnt",16,2022
"51013101200","at_risk_low_cnt",8,2022
"51013101200","at_risk_medium_cnt",21,2022
"51013101200","food_insecure_cnt",291,2022
"51013101200","food_secure_cnt",936,2022
"51013101200","total_household_cnt",1272,2022
"51013101200","at_risk_high_pct",1.26,2022
"51013101200","at_risk_low_pct",0.63,2022
"51013101200","at_risk_medium_pct",1.65,2022
"51013101200","food_insecure_pct",22.88,2022
"51013101200","food_secure_pct",73.58,2022
"51013101300","at_risk_high_cnt",40,2022
"51013101300","at_risk_low_cnt",16,2022
"51013101300","at_risk_medium_cnt",5,2022
"51013101300","food_insecure_cnt",490,2022
"51013101300","food_secure_cnt",1859,2022
"51013101300","total_household_cnt",2410,2022
"51013101300","at_risk_high_pct",1.66,2022
"51013101300","at_risk_low_pct",0.66,2022
"51013101300","at_risk_medium_pct",0.21,2022
"51013101300","food_insecure_pct",20.33,2022
"51013101300","food_secure_pct",77.14,2022
"51013101401","at_risk_high_cnt",4,2022
"51013101401","at_risk_low_cnt",79,2022
"51013101401","at_risk_medium_cnt",6,2022
"51013101401","food_insecure_cnt",315,2022
"51013101401","food_secure_cnt",465,2022
"51013101401","total_household_cnt",869,2022
"51013101401","at_risk_high_pct",0.46,2022
"51013101401","at_risk_low_pct",9.09,2022
"51013101401","at_risk_medium_pct",0.69,2022
"51013101401","food_insecure_pct",36.25,2022
"51013101401","food_secure_pct",53.51,2022
"51013101402","at_risk_high_cnt",22,2022
"51013101402","at_risk_low_cnt",4,2022
"51013101402","at_risk_medium_cnt",11,2022
"51013101402","food_insecure_cnt",335,2022
"51013101402","food_secure_cnt",967,2022
"51013101402","total_household_cnt",1339,2022
"51013101402","at_risk_high_pct",1.64,2022
"51013101402","at_risk_low_pct",0.3,2022
"51013101402","at_risk_medium_pct",0.82,2022
"51013101402","food_insecure_pct",25.02,2022
"51013101402","food_secure_pct",72.22,2022
"51013101405","at_risk_high_cnt",49,2022
"51013101405","at_risk_low_cnt",3,2022
"51013101405","at_risk_medium_cnt",1,2022
"51013101405","food_insecure_cnt",328,2022
"51013101405","food_secure_cnt",892,2022
"51013101405","total_household_cnt",1274,2022
"51013101405","at_risk_high_pct",3.85,2022
"51013101405","at_risk_low_pct",0.24,2022
"51013101405","at_risk_medium_pct",0.08,2022
"51013101405","food_insecure_pct",25.75,2022
"51013101405","food_secure_pct",70.02,2022
"51013101406","at_risk_high_cnt",46,2022
"51013101406","at_risk_low_cnt",4,2022
"51013101406","at_risk_medium_cnt",2,2022
"51013101406","food_insecure_cnt",261,2022
"51013101406","food_secure_cnt",1525,2022
"51013101406","total_household_cnt",1838,2022
"51013101406","at_risk_high_pct",2.5,2022
"51013101406","at_risk_low_pct",0.22,2022
"51013101406","at_risk_medium_pct",0.11,2022
"51013101406","food_insecure_pct",14.2,2022
"51013101406","food_secure_pct",82.97,2022
"51013101407","at_risk_high_cnt",128,2022
"51013101407","at_risk_low_cnt",3,2022
"51013101407","at_risk_medium_cnt",2,2022
"51013101407","food_insecure_cnt",393,2022
"51013101407","food_secure_cnt",1880,2022
"51013101407","total_household_cnt",2407,2022
"51013101407","at_risk_high_pct",5.32,2022
"51013101407","at_risk_low_pct",0.12,2022
"51013101407","at_risk_medium_pct",0.08,2022
"51013101407","food_insecure_pct",16.33,2022
"51013101407","food_secure_pct",78.11,2022
"51013101408","at_risk_high_cnt",0,2022
"51013101408","at_risk_low_cnt",0,2022
"51013101408","at_risk_medium_cnt",0,2022
"51013101408","food_insecure_cnt",28,2022
"51013101408","food_secure_cnt",258,2022
"51013101408","total_household_cnt",286,2022
"51013101408","at_risk_high_pct",0,2022
"51013101408","at_risk_low_pct",0,2022
"51013101408","at_risk_medium_pct",0,2022
"51013101408","food_insecure_pct",9.79,2022
"51013101408","food_secure_pct",90.21,2022
"51013101409","at_risk_high_cnt",85,2022
"51013101409","at_risk_low_cnt",3,2022
"51013101409","at_risk_medium_cnt",2,2022
"51013101409","food_insecure_cnt",282,2022
"51013101409","food_secure_cnt",1011,2022
"51013101409","total_household_cnt",1382,2022
"51013101409","at_risk_high_pct",6.15,2022
"51013101409","at_risk_low_pct",0.22,2022
"51013101409","at_risk_medium_pct",0.14,2022
"51013101409","food_insecure_pct",20.41,2022
"51013101409","food_secure_pct",73.15,2022
"51013101501","at_risk_high_cnt",154,2022
"51013101501","at_risk_low_cnt",7,2022
"51013101501","at_risk_medium_cnt",3,2022
"51013101501","food_insecure_cnt",615,2022
"51013101501","food_secure_cnt",1098,2022
"51013101501","total_household_cnt",1877,2022
"51013101501","at_risk_high_pct",8.2,2022
"51013101501","at_risk_low_pct",0.37,2022
"51013101501","at_risk_medium_pct",0.16,2022
"51013101501","food_insecure_pct",32.77,2022
"51013101501","food_secure_pct",58.5,2022
"51013101502","at_risk_high_cnt",57,2022
"51013101502","at_risk_low_cnt",3,2022
"51013101502","at_risk_medium_cnt",3,2022
"51013101502","food_insecure_cnt",199,2022
"51013101502","food_secure_cnt",1059,2022
"51013101502","total_household_cnt",1321,2022
"51013101502","at_risk_high_pct",4.31,2022
"51013101502","at_risk_low_pct",0.23,2022
"51013101502","at_risk_medium_pct",0.23,2022
"51013101502","food_insecure_pct",15.06,2022
"51013101502","food_secure_pct",80.17,2022
"51013101503","at_risk_high_cnt",23,2022
"51013101503","at_risk_low_cnt",3,2022
"51013101503","at_risk_medium_cnt",1,2022
"51013101503","food_insecure_cnt",51,2022
"51013101503","food_secure_cnt",601,2022
"51013101503","total_household_cnt",678,2022
"51013101503","at_risk_high_pct",3.39,2022
"51013101503","at_risk_low_pct",0.44,2022
"51013101503","at_risk_medium_pct",0.15,2022
"51013101503","food_insecure_pct",7.52,2022
"51013101503","food_secure_pct",88.64,2022
"51013101601","at_risk_high_cnt",5,2022
"51013101601","at_risk_low_cnt",60,2022
"51013101601","at_risk_medium_cnt",6,2022
"51013101601","food_insecure_cnt",160,2022
"51013101601","food_secure_cnt",493,2022
"51013101601","total_household_cnt",725,2022
"51013101601","at_risk_high_pct",0.69,2022
"51013101601","at_risk_low_pct",8.28,2022
"51013101601","at_risk_medium_pct",0.83,2022
"51013101601","food_insecure_pct",22.07,2022
"51013101601","food_secure_pct",68,2022
"51013101602","at_risk_high_cnt",6,2022
"51013101602","at_risk_low_cnt",1,2022
"51013101602","at_risk_medium_cnt",103,2022
"51013101602","food_insecure_cnt",332,2022
"51013101602","food_secure_cnt",546,2022
"51013101602","total_household_cnt",989,2022
"51013101602","at_risk_high_pct",0.61,2022
"51013101602","at_risk_low_pct",0.1,2022
"51013101602","at_risk_medium_pct",10.41,2022
"51013101602","food_insecure_pct",33.57,2022
"51013101602","food_secure_pct",55.21,2022
"51013101603","at_risk_high_cnt",1,2022
"51013101603","at_risk_low_cnt",292,2022
"51013101603","at_risk_medium_cnt",27,2022
"51013101603","food_insecure_cnt",768,2022
"51013101603","food_secure_cnt",1112,2022
"51013101603","total_household_cnt",2201,2022
"51013101603","at_risk_high_pct",0.05,2022
"51013101603","at_risk_low_pct",13.27,2022
"51013101603","at_risk_medium_pct",1.23,2022
"51013101603","food_insecure_pct",34.89,2022
"51013101603","food_secure_pct",50.52,2022
"51013101701","at_risk_high_cnt",65,2022
"51013101701","at_risk_low_cnt",266,2022
"51013101701","at_risk_medium_cnt",23,2022
"51013101701","food_insecure_cnt",482,2022
"51013101701","food_secure_cnt",1686,2022
"51013101701","total_household_cnt",2523,2022
"51013101701","at_risk_high_pct",2.58,2022
"51013101701","at_risk_low_pct",10.54,2022
"51013101701","at_risk_medium_pct",0.91,2022
"51013101701","food_insecure_pct",19.1,2022
"51013101701","food_secure_pct",66.83,2022
"51013101703","at_risk_high_cnt",35,2022
"51013101703","at_risk_low_cnt",1,2022
"51013101703","at_risk_medium_cnt",7,2022
"51013101703","food_insecure_cnt",329,2022
"51013101703","food_secure_cnt",948,2022
"51013101703","total_household_cnt",1319,2022
"51013101703","at_risk_high_pct",2.65,2022
"51013101703","at_risk_low_pct",0.08,2022
"51013101703","at_risk_medium_pct",0.53,2022
"51013101703","food_insecure_pct",24.94,2022
"51013101703","food_secure_pct",71.87,2022
"51013101704","at_risk_high_cnt",402,2022
"51013101704","at_risk_low_cnt",1,2022
"51013101704","at_risk_medium_cnt",0,2022
"51013101704","food_insecure_cnt",523,2022
"51013101704","food_secure_cnt",575,2022
"51013101704","total_household_cnt",1501,2022
"51013101704","at_risk_high_pct",26.78,2022
"51013101704","at_risk_low_pct",0.07,2022
"51013101704","at_risk_medium_pct",0,2022
"51013101704","food_insecure_pct",34.84,2022
"51013101704","food_secure_pct",38.31,2022
"51013101705","at_risk_high_cnt",137,2022
"51013101705","at_risk_low_cnt",3,2022
"51013101705","at_risk_medium_cnt",3,2022
"51013101705","food_insecure_cnt",389,2022
"51013101705","food_secure_cnt",1434,2022
"51013101705","total_household_cnt",1966,2022
"51013101705","at_risk_high_pct",6.97,2022
"51013101705","at_risk_low_pct",0.15,2022
"51013101705","at_risk_medium_pct",0.15,2022
"51013101705","food_insecure_pct",19.79,2022
"51013101705","food_secure_pct",72.94,2022
"51013101801","at_risk_high_cnt",13,2022
"51013101801","at_risk_low_cnt",2,2022
"51013101801","at_risk_medium_cnt",113,2022
"51013101801","food_insecure_cnt",201,2022
"51013101801","food_secure_cnt",1384,2022
"51013101801","total_household_cnt",1713,2022
"51013101801","at_risk_high_pct",0.76,2022
"51013101801","at_risk_low_pct",0.12,2022
"51013101801","at_risk_medium_pct",6.6,2022
"51013101801","food_insecure_pct",11.73,2022
"51013101801","food_secure_pct",80.79,2022
"51013101803","at_risk_high_cnt",10,2022
"51013101803","at_risk_low_cnt",3,2022
"51013101803","at_risk_medium_cnt",138,2022
"51013101803","food_insecure_cnt",1013,2022
"51013101803","food_secure_cnt",1010,2022
"51013101803","total_household_cnt",2174,2022
"51013101803","at_risk_high_pct",0.46,2022
"51013101803","at_risk_low_pct",0.14,2022
"51013101803","at_risk_medium_pct",6.35,2022
"51013101803","food_insecure_pct",46.6,2022
"51013101803","food_secure_pct",46.46,2022
"51013101804","at_risk_high_cnt",88,2022
"51013101804","at_risk_low_cnt",6,2022
"51013101804","at_risk_medium_cnt",5,2022
"51013101804","food_insecure_cnt",540,2022
"51013101804","food_secure_cnt",713,2022
"51013101804","total_household_cnt",1352,2022
"51013101804","at_risk_high_pct",6.51,2022
"51013101804","at_risk_low_pct",0.44,2022
"51013101804","at_risk_medium_pct",0.37,2022
"51013101804","food_insecure_pct",39.94,2022
"51013101804","food_secure_pct",52.74,2022
"51013101805","at_risk_high_cnt",96,2022
"51013101805","at_risk_low_cnt",4,2022
"51013101805","at_risk_medium_cnt",2,2022
"51013101805","food_insecure_cnt",324,2022
"51013101805","food_secure_cnt",2030,2022
"51013101805","total_household_cnt",2457,2022
"51013101805","at_risk_high_pct",3.91,2022
"51013101805","at_risk_low_pct",0.16,2022
"51013101805","at_risk_medium_pct",0.08,2022
"51013101805","food_insecure_pct",13.19,2022
"51013101805","food_secure_pct",82.62,2022
"51013101900","at_risk_high_cnt",22,2022
"51013101900","at_risk_low_cnt",13,2022
"51013101900","at_risk_medium_cnt",14,2022
"51013101900","food_insecure_cnt",187,2022
"51013101900","food_secure_cnt",1029,2022
"51013101900","total_household_cnt",1265,2022
"51013101900","at_risk_high_pct",1.74,2022
"51013101900","at_risk_low_pct",1.03,2022
"51013101900","at_risk_medium_pct",1.11,2022
"51013101900","food_insecure_pct",14.78,2022
"51013101900","food_secure_pct",81.34,2022
"51013102001","at_risk_high_cnt",39,2022
"51013102001","at_risk_low_cnt",2,2022
"51013102001","at_risk_medium_cnt",8,2022
"51013102001","food_insecure_cnt",666,2022
"51013102001","food_secure_cnt",901,2022
"51013102001","total_household_cnt",1616,2022
"51013102001","at_risk_high_pct",2.41,2022
"51013102001","at_risk_low_pct",0.12,2022
"51013102001","at_risk_medium_pct",0.5,2022
"51013102001","food_insecure_pct",41.21,2022
"51013102001","food_secure_pct",55.75,2022
"51013102002","at_risk_high_cnt",6,2022
"51013102002","at_risk_low_cnt",23,2022
"51013102002","at_risk_medium_cnt",2,2022
"51013102002","food_insecure_cnt",196,2022
"51013102002","food_secure_cnt",303,2022
"51013102002","total_household_cnt",530,2022
"51013102002","at_risk_high_pct",1.13,2022
"51013102002","at_risk_low_pct",4.34,2022
"51013102002","at_risk_medium_pct",0.38,2022
"51013102002","food_insecure_pct",36.98,2022
"51013102002","food_secure_pct",57.17,2022
"51013102003","at_risk_high_cnt",48,2022
"51013102003","at_risk_low_cnt",8,2022
"51013102003","at_risk_medium_cnt",10,2022
"51013102003","food_insecure_cnt",1582,2022
"51013102003","food_secure_cnt",954,2022
"51013102003","total_household_cnt",2601,2022
"51013102003","at_risk_high_pct",1.85,2022
"51013102003","at_risk_low_pct",0.31,2022
"51013102003","at_risk_medium_pct",0.38,2022
"51013102003","food_insecure_pct",60.82,2022
"51013102003","food_secure_pct",36.68,2022
"51013102100","at_risk_high_cnt",18,2022
"51013102100","at_risk_low_cnt",7,2022
"51013102100","at_risk_medium_cnt",3,2022
"51013102100","food_insecure_cnt",303,2022
"51013102100","food_secure_cnt",597,2022
"51013102100","total_household_cnt",929,2022
"51013102100","at_risk_high_pct",1.94,2022
"51013102100","at_risk_low_pct",0.75,2022
"51013102100","at_risk_medium_pct",0.32,2022
"51013102100","food_insecure_pct",32.62,2022
"51013102100","food_secure_pct",64.26,2022
"51013102200","at_risk_high_cnt",150,2022
"51013102200","at_risk_low_cnt",85,2022
"51013102200","at_risk_medium_cnt",26,2022
"51013102200","food_insecure_cnt",1506,2022
"51013102200","food_secure_cnt",967,2022
"51013102200","total_household_cnt",2734,2022
"51013102200","at_risk_high_pct",5.49,2022
"51013102200","at_risk_low_pct",3.11,2022
"51013102200","at_risk_medium_pct",0.95,2022
"51013102200","food_insecure_pct",55.08,2022
"51013102200","food_secure_pct",35.37,2022
"51013102301","at_risk_high_cnt",7,2022
"51013102301","at_risk_low_cnt",4,2022
"51013102301","at_risk_medium_cnt",23,2022
"51013102301","food_insecure_cnt",152,2022
"51013102301","food_secure_cnt",413,2022
"51013102301","total_household_cnt",599,2022
"51013102301","at_risk_high_pct",1.17,2022
"51013102301","at_risk_low_pct",0.67,2022
"51013102301","at_risk_medium_pct",3.84,2022
"51013102301","food_insecure_pct",25.38,2022
"51013102301","food_secure_pct",68.95,2022
"51013102302","at_risk_high_cnt",29,2022
"51013102302","at_risk_low_cnt",42,2022
"51013102302","at_risk_medium_cnt",16,2022
"51013102302","food_insecure_cnt",469,2022
"51013102302","food_secure_cnt",981,2022
"51013102302","total_household_cnt",1537,2022
"51013102302","at_risk_high_pct",1.89,2022
"51013102302","at_risk_low_pct",2.73,2022
"51013102302","at_risk_medium_pct",1.04,2022
"51013102302","food_insecure_pct",30.51,2022
"51013102302","food_secure_pct",63.83,2022
"51013102400","at_risk_high_cnt",67,2022
"51013102400","at_risk_low_cnt",33,2022
"51013102400","at_risk_medium_cnt",12,2022
"51013102400","food_insecure_cnt",380,2022
"51013102400","food_secure_cnt",972,2022
"51013102400","total_household_cnt",1464,2022
"51013102400","at_risk_high_pct",4.58,2022
"51013102400","at_risk_low_pct",2.25,2022
"51013102400","at_risk_medium_pct",0.82,2022
"51013102400","food_insecure_pct",25.96,2022
"51013102400","food_secure_pct",66.39,2022
"51013102500","at_risk_high_cnt",60,2022
"51013102500","at_risk_low_cnt",119,2022
"51013102500","at_risk_medium_cnt",26,2022
"51013102500","food_insecure_cnt",604,2022
"51013102500","food_secure_cnt",1916,2022
"51013102500","total_household_cnt",2725,2022
"51013102500","at_risk_high_pct",2.2,2022
"51013102500","at_risk_low_pct",4.37,2022
"51013102500","at_risk_medium_pct",0.95,2022
"51013102500","food_insecure_pct",22.17,2022
"51013102500","food_secure_pct",70.31,2022
"51013102600","at_risk_high_cnt",69,2022
"51013102600","at_risk_low_cnt",101,2022
"51013102600","at_risk_medium_cnt",9,2022
"51013102600","food_insecure_cnt",507,2022
"51013102600","food_secure_cnt",912,2022
"51013102600","total_household_cnt",1598,2022
"51013102600","at_risk_high_pct",4.32,2022
"51013102600","at_risk_low_pct",6.32,2022
"51013102600","at_risk_medium_pct",0.56,2022
"51013102600","food_insecure_pct",31.73,2022
"51013102600","food_secure_pct",57.07,2022
"51013102701","at_risk_high_cnt",51,2022
"51013102701","at_risk_low_cnt",80,2022
"51013102701","at_risk_medium_cnt",11,2022
"51013102701","food_insecure_cnt",835,2022
"51013102701","food_secure_cnt",323,2022
"51013102701","total_household_cnt",1300,2022
"51013102701","at_risk_high_pct",3.92,2022
"51013102701","at_risk_low_pct",6.15,2022
"51013102701","at_risk_medium_pct",0.85,2022
"51013102701","food_insecure_pct",64.23,2022
"51013102701","food_secure_pct",24.85,2022
"51013102702","at_risk_high_cnt",26,2022
"51013102702","at_risk_low_cnt",44,2022
"51013102702","at_risk_medium_cnt",11,2022
"51013102702","food_insecure_cnt",226,2022
"51013102702","food_secure_cnt",540,2022
"51013102702","total_household_cnt",847,2022
"51013102702","at_risk_high_pct",3.07,2022
"51013102702","at_risk_low_pct",5.19,2022
"51013102702","at_risk_medium_pct",1.3,2022
"51013102702","food_insecure_pct",26.68,2022
"51013102702","food_secure_pct",63.75,2022
"51013102802","at_risk_high_cnt",12,2022
"51013102802","at_risk_low_cnt",6,2022
"51013102802","at_risk_medium_cnt",0,2022
"51013102802","food_insecure_cnt",110,2022
"51013102802","food_secure_cnt",371,2022
"51013102802","total_household_cnt",499,2022
"51013102802","at_risk_high_pct",2.4,2022
"51013102802","at_risk_low_pct",1.2,2022
"51013102802","at_risk_medium_pct",0,2022
"51013102802","food_insecure_pct",22.04,2022
"51013102802","food_secure_pct",74.35,2022
"51013102803","at_risk_high_cnt",42,2022
"51013102803","at_risk_low_cnt",13,2022
"51013102803","at_risk_medium_cnt",9,2022
"51013102803","food_insecure_cnt",454,2022
"51013102803","food_secure_cnt",952,2022
"51013102803","total_household_cnt",1469,2022
"51013102803","at_risk_high_pct",2.86,2022
"51013102803","at_risk_low_pct",0.88,2022
"51013102803","at_risk_medium_pct",0.61,2022
"51013102803","food_insecure_pct",30.91,2022
"51013102803","food_secure_pct",64.81,2022
"51013102804","at_risk_high_cnt",87,2022
"51013102804","at_risk_low_cnt",23,2022
"51013102804","at_risk_medium_cnt",21,2022
"51013102804","food_insecure_cnt",723,2022
"51013102804","food_secure_cnt",1065,2022
"51013102804","total_household_cnt",1918,2022
"51013102804","at_risk_high_pct",4.54,2022
"51013102804","at_risk_low_pct",1.2,2022
"51013102804","at_risk_medium_pct",1.09,2022
"51013102804","food_insecure_pct",37.7,2022
"51013102804","food_secure_pct",55.53,2022
"51013102901","at_risk_high_cnt",11,2022
"51013102901","at_risk_low_cnt",1,2022
"51013102901","at_risk_medium_cnt",45,2022
"51013102901","food_insecure_cnt",302,2022
"51013102901","food_secure_cnt",1356,2022
"51013102901","total_household_cnt",1714,2022
"51013102901","at_risk_high_pct",0.64,2022
"51013102901","at_risk_low_pct",0.06,2022
"51013102901","at_risk_medium_pct",2.63,2022
"51013102901","food_insecure_pct",17.62,2022
"51013102901","food_secure_pct",79.11,2022
"51013102903","at_risk_high_cnt",44,2022
"51013102903","at_risk_low_cnt",4,2022
"51013102903","at_risk_medium_cnt",5,2022
"51013102903","food_insecure_cnt",134,2022
"51013102903","food_secure_cnt",686,2022
"51013102903","total_household_cnt",873,2022
"51013102903","at_risk_high_pct",5.04,2022
"51013102903","at_risk_low_pct",0.46,2022
"51013102903","at_risk_medium_pct",0.57,2022
"51013102903","food_insecure_pct",15.35,2022
"51013102903","food_secure_pct",78.58,2022
"51013102904","at_risk_high_cnt",55,2022
"51013102904","at_risk_low_cnt",5,2022
"51013102904","at_risk_medium_cnt",5,2022
"51013102904","food_insecure_cnt",605,2022
"51013102904","food_secure_cnt",928,2022
"51013102904","total_household_cnt",1598,2022
"51013102904","at_risk_high_pct",3.44,2022
"51013102904","at_risk_low_pct",0.31,2022
"51013102904","at_risk_medium_pct",0.31,2022
"51013102904","food_insecure_pct",37.86,2022
"51013102904","food_secure_pct",58.07,2022
"51013103000","at_risk_high_cnt",46,2022
"51013103000","at_risk_low_cnt",17,2022
"51013103000","at_risk_medium_cnt",7,2022
"51013103000","food_insecure_cnt",285,2022
"51013103000","food_secure_cnt",1280,2022
"51013103000","total_household_cnt",1634,2022
"51013103000","at_risk_high_pct",2.82,2022
"51013103000","at_risk_low_pct",1.04,2022
"51013103000","at_risk_medium_pct",0.43,2022
"51013103000","food_insecure_pct",17.44,2022
"51013103000","food_secure_pct",78.34,2022
"51013103100","at_risk_high_cnt",19,2022
"51013103100","at_risk_low_cnt",11,2022
"51013103100","at_risk_medium_cnt",126,2022
"51013103100","food_insecure_cnt",993,2022
"51013103100","food_secure_cnt",1420,2022
"51013103100","total_household_cnt",2568,2022
"51013103100","at_risk_high_pct",0.74,2022
"51013103100","at_risk_low_pct",0.43,2022
"51013103100","at_risk_medium_pct",4.91,2022
"51013103100","food_insecure_pct",38.67,2022
"51013103100","food_secure_pct",55.3,2022
"51013103200","at_risk_high_cnt",226,2022
"51013103200","at_risk_low_cnt",93,2022
"51013103200","at_risk_medium_cnt",16,2022
"51013103200","food_insecure_cnt",821,2022
"51013103200","food_secure_cnt",1938,2022
"51013103200","total_household_cnt",3095,2022
"51013103200","at_risk_high_pct",7.3,2022
"51013103200","at_risk_low_pct",3,2022
"51013103200","at_risk_medium_pct",0.52,2022
"51013103200","food_insecure_pct",26.53,2022
"51013103200","food_secure_pct",62.62,2022
"51013103300","at_risk_high_cnt",72,2022
"51013103300","at_risk_low_cnt",46,2022
"51013103300","at_risk_medium_cnt",13,2022
"51013103300","food_insecure_cnt",512,2022
"51013103300","food_secure_cnt",663,2022
"51013103300","total_household_cnt",1305,2022
"51013103300","at_risk_high_pct",5.52,2022
"51013103300","at_risk_low_pct",3.52,2022
"51013103300","at_risk_medium_pct",1,2022
"51013103300","food_insecure_pct",39.23,2022
"51013103300","food_secure_pct",50.8,2022
"51013103401","at_risk_high_cnt",0,2022
"51013103401","at_risk_low_cnt",3,2022
"51013103401","at_risk_medium_cnt",1,2022
"51013103401","food_insecure_cnt",1,2022
"51013103401","food_secure_cnt",41,2022
"51013103401","total_household_cnt",47,2022
"51013103401","at_risk_high_pct",0,2022
"51013103401","at_risk_low_pct",6.38,2022
"51013103401","at_risk_medium_pct",2.13,2022
"51013103401","food_insecure_pct",2.13,2022
"51013103401","food_secure_pct",87.23,2022
